resultId,raceId,driverId,grid,statusId,error_catagory,circuitId,turns,race_laps,full_throttle_percentage,driver_error_rate,constructor_error_rate,circuit_error_rate,label
674,49,14,11,9,Constructor,13,19,44,0.7,0.011111111,0.130612245,0.103571429,0
675,49,20,16,38,Team,13,19,44,0.7,0.010050251,0.181415929,0.103571429,0
676,49,21,22,22,Constructor,13,19,44,0.7,0.056074766,0.137096774,0.103571429,0
677,50,1,1,1,Finished,16,16,67,0.6,0.009615385,0.155893536,0.146341463,1
678,50,5,11,1,Finished,16,16,67,0.6,0.017857143,0.137096774,0.146341463,1
679,50,8,3,1,Finished,16,16,67,0.6,0.00896861,0.072243346,0.146341463,1
680,50,14,12,1,Finished,16,16,67,0.6,0.011111111,0.130612245,0.146341463,1
681,50,21,10,1,Finished,16,16,67,0.6,0.056074766,0.137096774,0.146341463,1
682,50,13,4,1,Finished,16,16,67,0.6,0.019685039,0.072243346,0.146341463,1
683,50,9,9,1,Finished,16,16,67,0.6,0.026315789,0.1,0.146341463,1
684,50,16,20,1,Finished,16,16,67,0.6,0.0234375,0.235294118,0.146341463,1
685,50,24,14,1,Finished,16,16,67,0.6,0.049382716,0.181415929,0.146341463,1
686,50,22,17,1,Finished,16,16,67,0.6,0.006896552,0.141509434,0.146341463,1
687,50,18,6,22,Constructor,16,16,67,0.6,0.020661157,0.141509434,0.146341463,0
688,50,29,22,11,Finished,16,16,67,0.6,0.047619048,0.235294118,0.146341463,0
689,50,15,13,11,Finished,16,16,67,0.6,0.013986014,0.146226415,0.146341463,0
690,50,2,5,39,Constructor,16,16,67,0.6,0.016949153,0.1,0.146341463,0
691,50,11,21,4,Track,16,16,67,0.6,0.082191781,0.282051282,0.146341463,0
692,50,23,15,29,Constructor,16,16,67,0.6,0.046153846,0.146226415,0.146341463,0
694,50,3,16,40,Constructor,16,16,67,0.6,0.004854369,0.131428571,0.146341463,0
695,50,20,8,4,Track,16,16,67,0.6,0.010050251,0.181415929,0.146341463,0
696,50,17,7,4,Track,16,16,67,0.6,0.010869565,0.130612245,0.146341463,0
697,50,4,2,3,Track,16,16,67,0.6,0.011538462,0.155893536,0.146341463,0
699,51,8,2,1,Finished,17,16,56,0.54,0.00896861,0.072243346,0.046357616,1
700,51,4,4,1,Finished,17,16,56,0.54,0.011538462,0.155893536,0.046357616,1
701,51,13,3,1,Finished,17,16,56,0.54,0.019685039,0.072243346,0.046357616,1
702,51,20,17,1,Finished,17,16,56,0.54,0.010050251,0.181415929,0.046357616,1
703,51,18,10,1,Finished,17,16,56,0.54,0.020661157,0.141509434,0.046357616,1
704,51,24,11,1,Finished,17,16,56,0.54,0.049382716,0.181415929,0.046357616,1
705,51,2,8,1,Finished,17,16,56,0.54,0.016949153,0.1,0.046357616,1
706,51,14,5,1,Finished,17,16,56,0.54,0.011111111,0.130612245,0.046357616,1
707,51,5,13,1,Finished,17,16,56,0.54,0.017857143,0.137096774,0.046357616,1
708,51,17,7,1,Finished,17,16,56,0.54,0.010869565,0.130612245,0.046357616,1
709,51,21,18,1,Finished,17,16,56,0.54,0.056074766,0.137096774,0.046357616,0
711,51,15,12,11,Finished,17,16,56,0.54,0.013986014,0.146226415,0.046357616,0
712,51,11,20,11,Finished,17,16,56,0.54,0.082191781,0.282051282,0.046357616,0
713,51,22,16,11,Finished,17,16,56,0.54,0.006896552,0.141509434,0.046357616,0
714,51,3,15,12,Finished,17,16,56,0.54,0.004854369,0.131428571,0.046357616,0
715,51,29,22,13,Finished,17,16,56,0.54,0.047619048,0.235294118,0.046357616,0
716,51,9,9,9,Constructor,17,16,56,0.54,0.026315789,0.1,0.046357616,0
717,51,1,1,20,Driver,17,16,56,0.54,0.009615385,0.155893536,0.046357616,0
718,51,23,6,20,Driver,17,16,56,0.54,0.046153846,0.146226415,0.046357616,0
719,51,16,21,3,Track,17,16,56,0.54,0.0234375,0.235294118,0.046357616,0
721,52,8,3,1,Finished,18,15,71,0.5,0.00896861,0.072243346,0.097643098,1
722,52,13,1,1,Finished,18,15,71,0.5,0.019685039,0.072243346,0.097643098,1
723,52,4,4,1,Finished,18,15,71,0.5,0.011538462,0.155893536,0.097643098,1
724,52,3,10,1,Finished,18,15,71,0.5,0.004854369,0.131428571,0.097643098,1
725,52,9,7,1,Finished,18,15,71,0.5,0.026315789,0.1,0.097643098,1
726,52,2,6,1,Finished,18,15,71,0.5,0.016949153,0.1,0.097643098,1
727,52,1,2,11,Finished,18,15,71,0.5,0.009615385,0.155893536,0.097643098,1
728,52,15,8,11,Finished,18,15,71,0.5,0.013986014,0.146226415,0.097643098,1
729,52,14,9,11,Finished,18,15,71,0.5,0.011111111,0.130612245,0.097643098,1
731,52,23,15,11,Finished,18,15,71,0.5,0.046153846,0.146226415,0.097643098,0
732,52,11,18,12,Finished,18,15,71,0.5,0.082191781,0.282051282,0.097643098,0
733,52,24,14,12,Finished,18,15,71,0.5,0.049382716,0.181415929,0.097643098,0
735,52,16,21,23,Constructor,18,15,71,0.5,0.0234375,0.235294118,0.097643098,0
736,52,22,11,5,Constructor,18,15,71,0.5,0.006896552,0.141509434,0.097643098,0
737,52,5,17,3,Track,18,15,71,0.5,0.017857143,0.137096774,0.097643098,0
738,52,20,13,9,Constructor,18,15,71,0.5,0.010050251,0.181415929,0.097643098,0
739,52,18,16,5,Constructor,18,15,71,0.5,0.020661157,0.141509434,0.097643098,0
740,52,17,5,6,Constructor,18,15,71,0.5,0.010869565,0.130612245,0.097643098,0
741,52,29,22,4,Track,18,15,71,0.5,0.047619048,0.235294118,0.097643098,0
742,52,21,12,4,Track,18,15,71,0.5,0.056074766,0.137096774,0.097643098,0
743,53,4,4,1,Finished,3,15,57,0.72,0.011538462,0.137096774,0.028571429,1
744,53,30,1,1,Finished,3,15,57,0.72,0.008849558,0.072243346,0.028571429,1
745,53,8,22,1,Finished,3,15,57,0.72,0.00896861,0.155893536,0.028571429,1
746,53,18,3,1,Finished,3,15,57,0.72,0.020661157,0.141509434,0.028571429,1
747,53,31,5,1,Finished,3,15,57,0.72,0.111111111,0.155893536,0.028571429,1
748,53,17,7,1,Finished,3,15,57,0.72,0.010869565,0.131428571,0.028571429,1
749,53,3,12,1,Finished,3,15,57,0.72,0.004854369,0.131428571,0.028571429,1
750,53,32,8,1,Finished,3,15,57,0.72,0.039215686,0.130612245,0.028571429,1
751,53,13,2,1,Finished,3,15,57,0.72,0.019685039,0.072243346,0.028571429,1
752,53,14,13,1,Finished,3,15,57,0.72,0.011111111,0.130612245,0.028571429,1
753,53,24,15,1,Finished,3,15,57,0.72,0.049382716,0.181415929,0.028571429,0
754,53,2,10,11,Finished,3,15,57,0.72,0.016949153,0.1,0.028571429,0
755,53,26,16,11,Finished,3,15,57,0.72,0.071428571,0.181415929,0.028571429,0
756,53,23,17,11,Finished,3,15,57,0.72,0.046153846,0.146226415,0.028571429,0
757,53,22,6,11,Finished,3,15,57,0.72,0.006896552,0.141509434,0.028571429,0
758,53,15,14,11,Finished,3,15,57,0.72,0.013986014,0.146226415,0.028571429,0
759,53,33,19,12,Finished,3,15,57,0.72,0.054054054,0.214285714,0.028571429,0
760,53,11,20,14,Finished,3,15,57,0.72,0.082191781,0.282051282,0.028571429,0
762,53,35,11,5,Constructor,3,15,57,0.72,0.058823529,0.1,0.028571429,0
763,53,21,9,9,Constructor,3,15,57,0.72,0.056074766,0.137096774,0.028571429,0
764,53,27,18,30,Constructor,3,15,57,0.72,0.065217391,0.214285714,0.028571429,0
765,54,21,1,1,Finished,2,15,56,0.45,0.056074766,0.137096774,0.036184211,1
766,54,4,7,1,Finished,2,15,56,0.45,0.011538462,0.137096774,0.036184211,1
767,54,18,2,1,Finished,2,15,56,0.45,0.020661157,0.141509434,0.036184211,1
768,54,31,5,1,Finished,2,15,56,0.45,0.111111111,0.155893536,0.036184211,1
769,54,13,21,1,Finished,2,15,56,0.45,0.019685039,0.072243346,0.036184211,1
770,54,30,14,1,Finished,2,15,56,0.45,0.008849558,0.072243346,0.036184211,1
771,54,35,10,1,Finished,2,15,56,0.45,0.058823529,0.1,0.036184211,1
772,54,23,22,1,Finished,2,15,56,0.45,0.046153846,0.146226415,0.036184211,1
773,54,15,9,11,Finished,2,15,56,0.45,0.013986014,0.146226415,0.036184211,1
774,54,22,20,11,Finished,2,15,56,0.45,0.006896552,0.141509434,0.036184211,1
775,54,24,13,12,Finished,2,15,56,0.45,0.049382716,0.181415929,0.036184211,0
776,54,27,15,12,Finished,2,15,56,0.45,0.065217391,0.214285714,0.036184211,0
777,54,33,16,12,Finished,2,15,56,0.45,0.054054054,0.214285714,0.036184211,0
778,54,11,17,13,Finished,2,15,56,0.45,0.082191781,0.282051282,0.036184211,0
779,54,2,11,5,Constructor,2,15,56,0.45,0.016949153,0.1,0.036184211,0
780,54,26,12,8,Constructor,2,15,56,0.45,0.071428571,0.181415929,0.036184211,0
782,54,32,8,9,Constructor,2,15,56,0.45,0.039215686,0.130612245,0.036184211,0
783,54,17,4,9,Constructor,2,15,56,0.45,0.010869565,0.131428571,0.036184211,0
784,54,14,19,9,Constructor,2,15,56,0.45,0.011111111,0.130612245,0.036184211,0
785,54,3,3,5,Constructor,2,15,56,0.45,0.004854369,0.131428571,0.036184211,0
786,54,8,6,3,Track,2,15,56,0.45,0.00896861,0.155893536,0.036184211,0
787,55,4,3,1,Finished,1,16,58,0.77,0.011538462,0.137096774,0.126245847,1
788,55,8,4,1,Finished,1,16,58,0.77,0.00896861,0.155893536,0.126245847,1
789,55,23,6,1,Finished,1,16,58,0.77,0.046153846,0.146226415,0.126245847,1
790,55,2,8,1,Finished,1,16,58,0.77,0.016949153,0.1,0.126245847,1
791,55,21,2,1,Finished,1,16,58,0.77,0.056074766,0.137096774,0.126245847,1
792,55,35,19,1,Finished,1,16,58,0.77,0.058823529,0.1,0.126245847,1
793,55,22,16,1,Finished,1,16,58,0.77,0.006896552,0.141509434,0.126245847,1
794,55,14,11,1,Finished,1,16,58,0.77,0.011111111,0.130612245,0.126245847,1
795,55,26,18,1,Finished,1,16,58,0.77,0.071428571,0.181415929,0.126245847,1
796,55,18,1,11,Finished,1,16,58,0.77,0.020661157,0.141509434,0.126245847,1
797,55,27,17,11,Finished,1,16,58,0.77,0.065217391,0.214285714,0.126245847,0
798,55,11,21,12,Finished,1,16,58,0.77,0.082191781,0.282051282,0.126245847,0
800,55,31,5,10,Constructor,1,16,58,0.77,0.111111111,0.155893536,0.126245847,0
801,55,33,20,26,Constructor,1,16,58,0.77,0.054054054,0.214285714,0.126245847,0
802,55,24,12,3,Track,1,16,58,0.77,0.049382716,0.181415929,0.126245847,0
803,55,30,10,3,Track,1,16,58,0.77,0.008849558,0.072243346,0.126245847,0
804,55,17,7,7,Constructor,1,16,58,0.77,0.010869565,0.131428571,0.126245847,0
805,55,32,13,3,Track,1,16,58,0.77,0.039215686,0.130612245,0.126245847,0
806,55,15,9,3,Track,1,16,58,0.77,0.013986014,0.146226415,0.126245847,0
807,55,3,14,3,Track,1,16,58,0.77,0.004854369,0.131428571,0.126245847,0
808,55,13,15,3,Track,1,16,58,0.77,0.019685039,0.072243346,0.126245847,0
809,56,30,1,1,Finished,21,21,60,0.59,0.008849558,0.072243346,0.048387097,1
810,56,4,5,1,Finished,21,21,60,0.59,0.011538462,0.137096774,0.048387097,1
811,56,31,7,1,Finished,21,21,60,0.59,0.111111111,0.155893536,0.048387097,1
812,56,13,4,1,Finished,21,21,60,0.59,0.019685039,0.072243346,0.048387097,1
813,56,8,8,1,Finished,21,21,60,0.59,0.00896861,0.155893536,0.048387097,1
814,56,17,10,1,Finished,21,21,60,0.59,0.010869565,0.131428571,0.048387097,1
815,56,18,2,1,Finished,21,21,60,0.59,0.020661157,0.141509434,0.048387097,1
816,56,21,11,1,Finished,21,21,60,0.59,0.056074766,0.137096774,0.048387097,1
817,56,23,6,1,Finished,21,21,60,0.59,0.046153846,0.146226415,0.048387097,1
818,56,22,3,1,Finished,21,21,60,0.59,0.006896552,0.141509434,0.048387097,1
819,56,3,13,1,Finished,21,21,60,0.59,0.004854369,0.131428571,0.048387097,0
820,56,35,12,1,Finished,21,21,60,0.59,0.058823529,0.1,0.048387097,0
821,56,2,15,11,Finished,21,21,60,0.59,0.016949153,0.1,0.048387097,0
822,56,24,16,11,Finished,21,21,60,0.59,0.049382716,0.181415929,0.048387097,0
823,56,26,18,11,Finished,21,21,60,0.59,0.071428571,0.181415929,0.048387097,0
824,56,33,19,12,Finished,21,21,60,0.59,0.054054054,0.214285714,0.048387097,0
825,56,14,14,30,Constructor,21,21,60,0.59,0.011111111,0.130612245,0.048387097,0
826,56,11,21,20,Driver,21,21,60,0.59,0.082191781,0.282051282,0.048387097,0
827,56,32,17,9,Constructor,21,21,60,0.59,0.039215686,0.130612245,0.048387097,0
829,56,15,9,38,Team,21,21,60,0.59,0.013986014,0.146226415,0.048387097,0
830,56,27,20,3,Track,21,21,60,0.59,0.065217391,0.214285714,0.048387097,0
831,57,30,2,1,Finished,20,15,60,0.7,0.008849558,0.072243346,0.053333333,1
832,57,4,1,1,Finished,20,15,60,0.7,0.011538462,0.137096774,0.053333333,1
833,57,13,3,1,Finished,20,15,60,0.7,0.019685039,0.072243346,0.053333333,1
834,57,8,5,1,Finished,20,15,60,0.7,0.00896861,0.155893536,0.053333333,1
835,57,22,4,1,Finished,20,15,60,0.7,0.006896552,0.141509434,0.053333333,1
836,57,21,11,1,Finished,20,15,60,0.7,0.056074766,0.137096774,0.053333333,1
837,57,3,22,1,Finished,20,15,60,0.7,0.004854369,0.131428571,0.053333333,1
838,57,35,9,1,Finished,20,15,60,0.7,0.058823529,0.1,0.053333333,1
839,57,15,7,11,Finished,20,15,60,0.7,0.013986014,0.146226415,0.053333333,1
840,57,2,13,11,Finished,20,15,60,0.7,0.016949153,0.1,0.053333333,1
841,57,26,17,11,Finished,20,15,60,0.7,0.071428571,0.181415929,0.053333333,0
842,57,33,18,11,Finished,20,15,60,0.7,0.054054054,0.214285714,0.053333333,0
843,57,27,16,11,Finished,20,15,60,0.7,0.065217391,0.214285714,0.053333333,0
844,57,23,10,5,Constructor,20,15,60,0.7,0.046153846,0.146226415,0.053333333,0
845,57,31,8,5,Constructor,20,15,60,0.7,0.111111111,0.155893536,0.053333333,0
846,57,11,20,9,Constructor,20,15,60,0.7,0.082191781,0.282051282,0.053333333,0
848,57,18,6,5,Constructor,20,15,60,0.7,0.020661157,0.141509434,0.053333333,0
849,57,32,15,6,Constructor,20,15,60,0.7,0.039215686,0.130612245,0.053333333,0
850,57,17,19,9,Constructor,20,15,60,0.7,0.010869565,0.131428571,0.053333333,0
851,57,14,12,3,Track,20,15,60,0.7,0.011111111,0.130612245,0.053333333,0
852,57,24,14,3,Track,20,15,60,0.7,0.049382716,0.181415929,0.053333333,0
853,58,4,1,1,Finished,4,16,66,0.72,0.011538462,0.137096774,0.069536424,1
854,58,30,3,1,Finished,4,16,66,0.72,0.008849558,0.072243346,0.069536424,1
855,58,21,2,1,Finished,4,16,66,0.72,0.056074766,0.137096774,0.069536424,1
856,58,13,4,1,Finished,4,16,66,0.72,0.019685039,0.072243346,0.069536424,1
857,58,8,9,1,Finished,4,16,66,0.72,0.00896861,0.155893536,0.069536424,1
858,58,18,8,1,Finished,4,16,66,0.72,0.020661157,0.141509434,0.069536424,1
859,58,22,5,11,Finished,4,16,66,0.72,0.006896552,0.141509434,0.069536424,1
860,58,2,10,11,Finished,4,16,66,0.72,0.016949153,0.1,0.069536424,1
861,58,17,11,11,Finished,4,16,66,0.72,0.010869565,0.131428571,0.069536424,1
862,58,15,7,11,Finished,4,16,66,0.72,0.013986014,0.146226415,0.069536424,1
863,58,3,13,11,Finished,4,16,66,0.72,0.004854369,0.131428571,0.069536424,0
864,58,35,22,11,Finished,4,16,66,0.72,0.058823529,0.1,0.069536424,0
865,58,32,14,11,Finished,4,16,66,0.72,0.039215686,0.130612245,0.069536424,0
866,58,14,21,11,Finished,4,16,66,0.72,0.011111111,0.130612245,0.069536424,0
867,58,24,15,9,Constructor,4,16,66,0.72,0.049382716,0.181415929,0.069536424,0
868,58,33,17,13,Finished,4,16,66,0.72,0.054054054,0.214285714,0.069536424,0
869,58,11,19,14,Finished,4,16,66,0.72,0.082191781,0.282051282,0.069536424,0
870,58,27,18,41,Driver,4,16,66,0.72,0.065217391,0.214285714,0.069536424,0
871,58,26,16,5,Constructor,4,16,66,0.72,0.071428571,0.181415929,0.069536424,0
872,58,23,6,40,Constructor,4,16,66,0.72,0.046153846,0.146226415,0.069536424,0
873,58,31,12,20,Driver,4,16,66,0.72,0.111111111,0.155893536,0.069536424,0
875,59,4,1,1,Finished,6,19,78,0.34,0.011538462,0.137096774,0.160535117,1
876,59,31,4,1,Finished,6,19,78,0.34,0.111111111,0.155893536,0.160535117,1
877,59,14,7,1,Finished,6,19,78,0.34,0.011111111,0.130612245,0.160535117,1
878,59,22,5,1,Finished,6,19,78,0.34,0.006896552,0.141509434,0.160535117,1
879,59,30,22,1,Finished,6,19,78,0.34,0.008849558,0.072243346,0.160535117,1
880,59,21,9,1,Finished,6,19,78,0.34,0.056074766,0.137096774,0.160535117,1
881,59,2,15,11,Finished,6,19,78,0.34,0.016949153,0.1,0.160535117,1
882,59,23,10,11,Finished,6,19,78,0.34,0.046153846,0.146226415,0.160535117,1
883,59,13,21,11,Finished,6,19,78,0.34,0.019685039,0.072243346,0.160535117,1
884,59,24,12,11,Finished,6,19,78,0.34,0.049382716,0.181415929,0.160535117,1
885,59,18,13,11,Finished,6,19,78,0.34,0.020661157,0.141509434,0.160535117,0
886,59,27,16,11,Finished,6,19,78,0.34,0.065217391,0.214285714,0.160535117,0
887,59,26,18,11,Finished,6,19,78,0.34,0.071428571,0.181415929,0.160535117,0
888,59,35,14,11,Finished,6,19,78,0.34,0.058823529,0.1,0.160535117,0
889,59,33,17,12,Finished,6,19,78,0.34,0.054054054,0.214285714,0.160535117,0
891,59,15,6,9,Constructor,6,19,78,0.34,0.013986014,0.146226415,0.160535117,0
892,59,32,11,7,Constructor,6,19,78,0.34,0.039215686,0.130612245,0.160535117,0
893,59,3,8,3,Track,6,19,78,0.34,0.004854369,0.131428571,0.160535117,0
894,59,8,3,42,Constructor,6,19,78,0.34,0.00896861,0.155893536,0.160535117,0
895,59,17,2,43,Constructor,6,19,78,0.34,0.010869565,0.131428571,0.160535117,0
896,59,11,19,10,Constructor,6,19,78,0.34,0.082191781,0.282051282,0.160535117,0
897,60,4,1,1,Finished,9,18,52,0.7,0.011538462,0.137096774,0.066225166,1
898,60,30,3,1,Finished,9,18,52,0.7,0.008849558,0.072243346,0.066225166,1
899,60,8,2,1,Finished,9,18,52,0.7,0.00896861,0.155893536,0.066225166,1
900,60,21,5,1,Finished,9,18,52,0.7,0.056074766,0.137096774,0.066225166,1
901,60,13,4,1,Finished,9,18,52,0.7,0.019685039,0.072243346,0.066225166,1
902,60,31,8,1,Finished,9,18,52,0.7,0.111111111,0.155893536,0.066225166,1
903,60,2,9,1,Finished,9,18,52,0.7,0.016949153,0.1,0.066225166,1
904,60,35,10,1,Finished,9,18,52,0.7,0.058823529,0.1,0.066225166,1
905,60,3,12,1,Finished,9,18,52,0.7,0.004854369,0.131428571,0.066225166,1
906,60,22,6,11,Finished,9,18,52,0.7,0.006896552,0.141509434,0.066225166,1
907,60,15,22,11,Finished,9,18,52,0.7,0.013986014,0.146226415,0.066225166,0
908,60,14,11,11,Finished,9,18,52,0.7,0.011111111,0.130612245,0.066225166,0
909,60,24,13,11,Finished,9,18,52,0.7,0.049382716,0.181415929,0.066225166,0
910,60,32,14,11,Finished,9,18,52,0.7,0.039215686,0.130612245,0.066225166,0
911,60,27,18,11,Finished,9,18,52,0.7,0.065217391,0.214285714,0.066225166,0
912,60,33,16,12,Finished,9,18,52,0.7,0.054054054,0.214285714,0.066225166,0
913,60,11,20,13,Finished,9,18,52,0.7,0.082191781,0.282051282,0.066225166,0
915,60,18,19,44,Constructor,9,18,52,0.7,0.020661157,0.141509434,0.066225166,0
916,60,26,15,3,Track,9,18,52,0.7,0.071428571,0.181415929,0.066225166,0
917,60,23,7,3,Track,9,18,52,0.7,0.046153846,0.146226415,0.066225166,0
918,60,17,17,3,Track,9,18,52,0.7,0.010869565,0.131428571,0.066225166,0
919,61,4,1,1,Finished,7,14,70,0.76,0.011538462,0.137096774,0.106382979,1
920,61,30,5,1,Finished,7,14,70,0.76,0.008849558,0.072243346,0.106382979,1
921,61,8,3,1,Finished,7,14,70,0.76,0.00896861,0.155893536,0.106382979,1
922,61,21,2,1,Finished,7,14,70,0.76,0.056074766,0.137096774,0.106382979,1
923,61,13,10,1,Finished,7,14,70,0.76,0.019685039,0.072243346,0.106382979,1
924,61,15,4,11,Finished,7,14,70,0.76,0.013986014,0.146226415,0.106382979,1
925,61,2,13,11,Finished,7,14,70,0.76,0.016949153,0.1,0.106382979,1
926,61,14,22,11,Finished,7,14,70,0.76,0.011111111,0.130612245,0.106382979,1
927,61,18,8,11,Finished,7,14,70,0.76,0.020661157,0.141509434,0.106382979,1
928,61,26,17,11,Finished,7,14,70,0.76,0.071428571,0.181415929,0.106382979,1
929,61,32,12,11,Finished,7,14,70,0.76,0.039215686,0.130612245,0.106382979,0
930,61,17,16,11,Finished,7,14,70,0.76,0.010869565,0.131428571,0.106382979,0
931,61,24,15,12,Finished,7,14,70,0.76,0.049382716,0.181415929,0.106382979,0
932,61,33,18,14,Finished,7,14,70,0.76,0.054054054,0.214285714,0.106382979,0
933,61,11,20,3,Track,7,14,70,0.76,0.082191781,0.282051282,0.106382979,0
934,61,35,11,3,Track,7,14,70,0.76,0.058823529,0.1,0.106382979,0
935,61,23,14,31,Constructor,7,14,70,0.76,0.046153846,0.146226415,0.106382979,0
936,61,31,7,3,Track,7,14,70,0.76,0.111111111,0.155893536,0.106382979,0
937,61,22,9,26,Constructor,7,14,70,0.76,0.006896552,0.141509434,0.106382979,0
939,61,3,6,3,Track,7,14,70,0.76,0.004854369,0.131428571,0.106382979,0
940,61,27,19,3,Track,7,14,70,0.76,0.065217391,0.214285714,0.106382979,0
941,62,30,1,1,Finished,19,13,80,0.5,0.008849558,0.072243346,0.202380952,1
942,62,13,2,1,Finished,19,13,80,0.5,0.019685039,0.072243346,0.202380952,1
943,62,21,3,1,Finished,19,13,80,0.5,0.056074766,0.137096774,0.202380952,1
944,62,15,22,1,Finished,19,13,80,0.5,0.013986014,0.146226415,0.202380952,1
945,62,4,5,1,Finished,19,13,80,0.5,0.011538462,0.137096774,0.202380952,1
946,62,22,4,1,Finished,19,13,80,0.5,0.006896552,0.141509434,0.202380952,1
947,62,14,17,11,Finished,19,13,80,0.5,0.011111111,0.130612245,0.202380952,1
948,62,24,20,11,Finished,19,13,80,0.5,0.049382716,0.181415929,0.202380952,1
949,62,3,21,11,Finished,19,13,80,0.5,0.004854369,0.131428571,0.202380952,1
950,62,23,8,45,Finished,19,13,80,0.5,0.046153846,0.146226415,0.202380952,1
951,62,27,14,7,Constructor,19,13,80,0.5,0.065217391,0.214285714,0.202380952,0
952,62,35,6,5,Constructor,19,13,80,0.5,0.058823529,0.1,0.202380952,0
953,62,33,15,3,Track,19,13,80,0.5,0.054054054,0.214285714,0.202380952,0
954,62,11,18,3,Track,19,13,80,0.5,0.082191781,0.282051282,0.202380952,0
955,62,18,7,3,Track,19,13,80,0.5,0.020661157,0.141509434,0.202380952,0
956,62,8,9,3,Track,19,13,80,0.5,0.00896861,0.155893536,0.202380952,0
957,62,2,10,3,Track,19,13,80,0.5,0.016949153,0.1,0.202380952,0
958,62,31,11,3,Track,19,13,80,0.5,0.111111111,0.155893536,0.202380952,0
959,62,17,12,3,Track,19,13,80,0.5,0.010869565,0.131428571,0.202380952,0
960,62,26,13,3,Track,19,13,80,0.5,0.071428571,0.181415929,0.202380952,0
961,62,32,16,3,Track,19,13,80,0.5,0.039215686,0.130612245,0.202380952,0
963,63,30,1,1,Finished,8,17,70,0.65,0.008849558,0.072243346,0.038461538,1
964,63,4,3,1,Finished,8,17,70,0.65,0.011538462,0.137096774,0.038461538,1
965,63,13,2,1,Finished,8,17,70,0.65,0.019685039,0.072243346,0.038461538,1
966,63,23,5,1,Finished,8,17,70,0.65,0.046153846,0.146226415,0.038461538,1
967,63,8,6,1,Finished,8,17,70,0.65,0.00896861,0.155893536,0.038461538,1
968,63,21,7,1,Finished,8,17,70,0.65,0.056074766,0.137096774,0.038461538,1
969,63,37,8,1,Finished,8,17,70,0.65,0.022727273,0.155893536,0.038461538,1
970,63,2,11,11,Finished,8,17,70,0.65,0.016949153,0.1,0.038461538,1
971,63,14,9,11,Finished,8,17,70,0.65,0.011111111,0.130612245,0.038461538,1
972,63,26,14,11,Finished,8,17,70,0.65,0.071428571,0.181415929,0.038461538,1
973,63,35,16,11,Finished,8,17,70,0.65,0.058823529,0.1,0.038461538,0
974,63,32,12,11,Finished,8,17,70,0.65,0.039215686,0.130612245,0.038461538,0
975,63,24,22,11,Finished,8,17,70,0.65,0.049382716,0.181415929,0.038461538,0
976,63,3,18,12,Finished,8,17,70,0.65,0.004854369,0.131428571,0.038461538,0
977,63,27,15,12,Finished,8,17,70,0.65,0.065217391,0.214285714,0.038461538,0
979,63,18,17,39,Constructor,8,17,70,0.65,0.020661157,0.141509434,0.038461538,0
980,63,17,10,46,Constructor,8,17,70,0.65,0.010869565,0.131428571,0.038461538,0
981,63,15,4,23,Constructor,8,17,70,0.65,0.013986014,0.146226415,0.038461538,0
982,63,22,13,5,Constructor,8,17,70,0.65,0.006896552,0.141509434,0.038461538,0
983,63,33,19,26,Constructor,8,17,70,0.65,0.054054054,0.214285714,0.038461538,0
984,63,11,21,7,Constructor,8,17,70,0.65,0.082191781,0.282051282,0.038461538,0
985,64,30,2,1,Finished,10,17,67,0.535,0.008849558,0.072243346,0.034482759,1
986,64,13,3,1,Finished,10,17,67,0.535,0.019685039,0.072243346,0.034482759,1
987,64,8,1,1,Finished,10,17,67,0.535,0.00896861,0.155893536,0.034482759,1
988,64,18,4,1,Finished,10,17,67,0.535,0.020661157,0.141509434,0.034482759,1
989,64,4,7,1,Finished,10,17,67,0.535,0.011538462,0.137096774,0.034482759,1
990,64,21,5,1,Finished,10,17,67,0.535,0.056074766,0.137096774,0.034482759,1
991,64,15,20,1,Finished,10,17,67,0.535,0.013986014,0.146226415,0.034482759,1
992,64,32,12,1,Finished,10,17,67,0.535,0.039215686,0.130612245,0.034482759,1
993,64,23,8,1,Finished,10,17,67,0.535,0.046153846,0.146226415,0.034482759,1
994,64,24,16,11,Finished,10,17,67,0.535,0.049382716,0.181415929,0.034482759,1
995,64,14,10,11,Finished,10,17,67,0.535,0.011111111,0.130612245,0.034482759,0
996,64,26,19,11,Finished,10,17,67,0.535,0.071428571,0.181415929,0.034482759,0
997,64,17,11,47,Constructor,10,17,67,0.535,0.010869565,0.131428571,0.034482759,0
998,64,11,17,6,Constructor,10,17,67,0.535,0.082191781,0.282051282,0.034482759,0
999,64,35,13,3,Track,10,17,67,0.535,0.058823529,0.1,0.034482759,0
1000,64,22,6,5,Constructor,10,17,67,0.535,0.006896552,0.141509434,0.034482759,0
1001,64,2,15,23,Constructor,10,17,67,0.535,0.016949153,0.1,0.034482759,0
1002,64,37,9,48,Constructor,10,17,67,0.535,0.022727273,0.155893536,0.034482759,0
1003,64,29,22,30,Constructor,10,17,67,0.535,0.047619048,0.282051282,0.034482759,0
1004,64,3,14,3,Track,10,17,67,0.535,0.004854369,0.131428571,0.034482759,0
1005,64,27,21,2,Team,10,17,67,0.535,0.065217391,0.214285714,0.034482759,0
1006,64,33,18,2,Team,10,17,67,0.535,0.054054054,0.214285714,0.034482759,0
1007,65,18,14,1,Finished,11,14,70,0.5,0.020661157,0.141509434,0.043046358,1
