,constructorId,constructorRef,Constructor_name,nationality,constructor_url,raceId,points,year,round,circuitId,grand_prix_name,date,race_url
7677,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,601,6.0,1974,12,23,Austrian Grand Prix,1974-08-18,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
7676,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7675,79,token,Token,British,http://en.wikipedia.org/wiki/Token_(Racing_team),600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7674,78,amon,Amon,New Zealand,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7673,77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team),600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7672,74,maki,Maki,Japanese,http://en.wikipedia.org/wiki/Maki_(cars),600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7671,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7670,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7669,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7668,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,600,1.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7667,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7692,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,602,6.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7693,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7694,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,602,4.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7695,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7721,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7720,73,parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7719,67,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7718,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7717,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,603,3.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7716,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7715,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7714,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7713,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7712,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7711,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,603,4.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7710,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,603,0.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7666,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7709,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,603,2.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7707,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,603,9.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7706,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,602,3.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7705,78,amon,Amon,New Zealand,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7704,77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team),602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7703,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7702,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7701,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7700,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7699,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7698,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,602,0.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7697,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,602,2.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7696,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,602,9.0,1974,13,14,Italian Grand Prix,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
7708,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,603,6.0,1974,14,48,Canadian Grand Prix,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
7548,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,592,4.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7547,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,591,0.0,1974,2,18,Brazilian Grand Prix,1974-01-27,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
7550,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,592,3.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7632,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,598,3.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7631,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,598,6.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7630,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,598,1.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7629,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7628,77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team),597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7627,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7626,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7625,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7624,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7623,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7622,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7621,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7633,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7620,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7618,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,597,2.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7617,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,597,9.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7616,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,597,4.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7615,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7614,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7613,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,596,4.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7612,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7611,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,596,2.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7610,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7609,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7608,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7607,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7619,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,597,0.0,1974,8,39,Dutch Grand Prix,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
7606,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,596,1.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7634,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,598,9.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7636,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7662,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,600,6.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7661,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,600,9.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7660,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,600,0.0,1974,11,20,German Grand Prix,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
7659,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7658,79,token,Token,British,http://en.wikipedia.org/wiki/Token_(Racing_team),599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7657,77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team),599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7656,76,lyncar,Lyncar,British,http://en.wikipedia.org/wiki/Lyncar,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7655,74,maki,Maki,Japanese,http://en.wikipedia.org/wiki/Maki_(cars),599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7654,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7653,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7652,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7651,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7635,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7650,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7648,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,599,1.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7647,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,599,4.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7646,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7645,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,599,9.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7644,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,599,3.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7643,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,599,6.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7642,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7641,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7640,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7639,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7638,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7637,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,598,0.0,1974,9,41,French Grand Prix,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
7649,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,599,0.0,1974,10,38,British Grand Prix,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
7549,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,592,0.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7605,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,596,9.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7603,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,596,3.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7576,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,594,0.0,1974,5,50,Belgian Grand Prix,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
7575,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,594,4.0,1974,5,50,Belgian Grand Prix,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
7574,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,594,6.0,1974,5,50,Belgian Grand Prix,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
7573,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,594,9.0,1974,5,50,Belgian Grand Prix,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
7572,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7571,78,amon,Amon,New Zealand,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7570,77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team),593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7569,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7568,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7567,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7566,58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7565,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,593,3.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7577,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,594,0.0,1974,5,50,Belgian Grand Prix,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
7564,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7562,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7561,25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,593,2.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7560,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,593,9.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7559,1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,593,4.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7558,80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro,592,1.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7557,66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,592,6.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7556,64,hesketh,Hesketh,British,http://en.wikipedia.org/wiki/Hesketh_Racing,592,0.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7555,63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees,592,0.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7554,37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,592,2.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7553,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,592,9.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7552,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,592,0.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7551,26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola,592,0.0,1974,3,30,South African Grand Prix,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
7563,32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,593,0.0,1974,4,45,Spanish Grand Prix,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
7604,6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,596,0.0,1974,7,47,Swedish Grand Prix,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
7578,34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,594,0.0,1974,5,50,Belgian Grand Prix,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
7580,57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,594,0.0,1974,5,50,Belgian Grand Prix,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
