constructorId,grid,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,driverId,constructor_error_rate,circuit_error_rate,label
3,14,17,4.574,67,306.458,313,2,0.535,1240,3,0.131428571,0.034482759,0
13,21,17,4.574,67,306.458,313,2,0.535,1240,27,0.214285714,0.034482759,0
13,18,17,4.574,67,306.458,313,2,0.535,1240,33,0.214285714,0.034482759,0
11,14,14,4.381,70,306.67,315,2,0.5,908,18,0.141509434,0.043046358,1
1,4,14,4.381,70,306.67,315,2,0.5,908,37,0.155893536,0.043046358,1
2,10,14,4.381,70,306.67,315,2,0.5,908,2,0.1,0.043046358,1
11,3,14,4.381,70,306.67,315,2,0.5,908,22,0.141509434,0.043046358,1
9,12,14,4.381,70,306.67,315,2,0.5,908,14,0.130612245,0.043046358,1
7,6,14,4.381,70,306.67,315,2,0.5,908,23,0.146226415,0.043046358,1
6,2,14,4.381,70,306.67,315,2,0.5,908,13,0.072243346,0.043046358,1
6,11,14,4.381,70,306.67,315,2,0.5,908,30,0.072243346,0.043046358,1
13,16,14,4.381,70,306.67,315,2,0.5,908,33,0.214285714,0.043046358,1
13,22,14,4.381,70,306.67,315,2,0.5,908,27,0.214285714,0.043046358,1
5,20,14,4.381,70,306.67,315,2,0.5,908,26,0.181415929,0.043046358,0
7,8,14,4.381,70,306.67,315,2,0.5,908,15,0.146226415,0.043046358,0
8,19,14,4.381,70,306.67,315,2,0.5,908,11,0.282051282,0.043046358,0
4,15,14,4.381,70,306.67,315,2,0.5,908,4,0.137096774,0.043046358,0
1,1,14,4.381,70,306.67,315,2,0.5,908,8,0.155893536,0.043046358,0
5,17,14,4.381,70,306.67,315,2,0.5,908,24,0.181415929,0.043046358,0
3,18,14,4.381,70,306.67,315,2,0.5,908,3,0.131428571,0.043046358,0
4,7,14,4.381,70,306.67,315,2,0.5,908,21,0.137096774,0.043046358,0
9,13,14,4.381,70,306.67,315,2,0.5,908,32,0.130612245,0.043046358,0
3,5,14,4.381,70,306.67,315,2,0.5,908,17,0.131428571,0.043046358,0
8,21,14,4.381,70,306.67,315,2,0.5,908,29,0.282051282,0.043046358,0
2,9,14,4.381,70,306.67,315,2,0.5,908,9,0.1,0.043046358,0
6,1,14,5.338,58,309.396,321.4,2,0.69,1200,13,0.072243346,0.032894737,1
4,3,14,5.338,58,309.396,321.4,2,0.69,1200,4,0.137096774,0.032894737,1
6,2,14,5.338,58,309.396,321.4,2,0.69,1200,30,0.072243346,0.032894737,1
11,6,14,5.338,58,309.396,321.4,2,0.69,1200,18,0.141509434,0.032894737,1
1,11,14,5.338,58,309.396,321.4,2,0.69,1200,37,0.155893536,0.032894737,1
4,4,14,5.338,58,309.396,321.4,2,0.69,1200,21,0.137096774,0.032894737,1
7,15,14,5.338,58,309.396,321.4,2,0.69,1200,23,0.146226415,0.032894737,1
11,13,14,5.338,58,309.396,321.4,2,0.69,1200,22,0.141509434,0.032894737,1
7,12,14,5.338,58,309.396,321.4,2,0.69,1200,15,0.146226415,0.032894737,1
3,9,14,5.338,58,309.396,321.4,2,0.69,1200,17,0.131428571,0.032894737,1
9,10,14,5.338,58,309.396,321.4,2,0.69,1200,32,0.130612245,0.032894737,0
2,8,14,5.338,58,309.396,321.4,2,0.69,1200,9,0.1,0.032894737,0
5,17,14,5.338,58,309.396,321.4,2,0.69,1200,26,0.181415929,0.032894737,0
2,5,14,5.338,58,309.396,321.4,2,0.69,1200,2,0.1,0.032894737,0
9,16,14,5.338,58,309.396,321.4,2,0.69,1200,14,0.130612245,0.032894737,0
13,22,14,5.338,58,309.396,321.4,2,0.69,1200,27,0.214285714,0.032894737,0
8,21,14,5.338,58,309.396,321.4,2,0.69,1200,11,0.282051282,0.032894737,0
3,14,14,5.338,58,309.396,321.4,2,0.69,1200,3,0.131428571,0.032894737,0
8,20,14,5.338,58,309.396,321.4,2,0.69,1200,29,0.282051282,0.032894737,0
5,18,14,5.338,58,309.396,321.4,2,0.69,1200,24,0.181415929,0.032894737,0
1,7,14,5.338,58,309.396,321.4,2,0.69,1200,8,0.155893536,0.032894737,0
13,19,14,5.338,58,309.396,321.4,2,0.69,1200,33,0.214285714,0.032894737,0
6,2,11,5.793,53,306.72,350,2,0.84,1520,30,0.072243346,0.043046358,1
1,1,11,5.793,53,306.72,350,2,0.84,1520,8,0.155893536,0.043046358,1
2,6,11,5.793,53,306.72,350,2,0.84,1520,9,0.1,0.043046358,1
4,9,11,5.793,53,306.72,350,2,0.84,1520,21,0.137096774,0.043046358,1
11,5,11,5.793,53,306.72,350,2,0.84,1520,18,0.141509434,0.043046358,1
11,8,11,5.793,53,306.72,350,2,0.84,1520,22,0.141509434,0.043046358,1
7,11,11,5.793,53,306.72,350,2,0.84,1520,15,0.146226415,0.043046358,1
2,3,11,5.793,53,306.72,350,2,0.84,1520,2,0.1,0.043046358,1
6,4,11,5.793,53,306.72,350,2,0.84,1520,13,0.072243346,0.043046358,1
3,19,11,5.793,53,306.72,350,2,0.84,1520,17,0.131428571,0.043046358,1
9,16,11,5.793,53,306.72,350,2,0.84,1520,32,0.130612245,0.043046358,0
9,14,11,5.793,53,306.72,350,2,0.84,1520,14,0.130612245,0.043046358,0
5,15,11,5.793,53,306.72,350,2,0.84,1520,26,0.181415929,0.043046358,0
5,17,11,5.793,53,306.72,350,2,0.84,1520,24,0.181415929,0.043046358,0
7,13,11,5.793,53,306.72,350,2,0.84,1520,23,0.146226415,0.043046358,0
8,21,11,5.793,53,306.72,350,2,0.84,1520,11,0.282051282,0.043046358,0
14,18,11,5.793,53,306.72,350,2,0.84,1520,27,0.25,0.043046358,0
14,20,11,5.793,53,306.72,350,2,0.84,1520,33,0.25,0.043046358,0
4,10,11,5.793,53,306.72,350,2,0.84,1520,4,0.137096774,0.043046358,0
1,7,11,5.793,53,306.72,350,2,0.84,1520,37,0.155893536,0.043046358,0
8,22,11,5.793,53,306.72,350,2,0.84,1520,29,0.282051282,0.043046358,0
3,12,11,5.793,53,306.72,350,2,0.84,1520,3,0.131428571,0.043046358,0
6,6,16,5.451,56,305.066,348,2,0.54,1397,30,0.072243346,0.046357616,1
4,1,16,5.451,56,305.066,348,2,0.54,1397,4,0.137096774,0.046357616,1
4,2,16,5.451,56,305.066,348,2,0.54,1397,21,0.137096774,0.046357616,1
11,4,16,5.451,56,305.066,348,2,0.54,1397,18,0.141509434,0.046357616,1
1,7,16,5.451,56,305.066,348,2,0.54,1397,37,0.155893536,0.046357616,1
11,3,16,5.451,56,305.066,348,2,0.54,1397,22,0.141509434,0.046357616,1
2,8,16,5.451,56,305.066,348,2,0.54,1397,2,0.1,0.046357616,1
3,14,16,5.451,56,305.066,348,2,0.54,1397,17,0.131428571,0.046357616,1
9,12,16,5.451,56,305.066,348,2,0.54,1397,14,0.130612245,0.046357616,1
5,13,16,5.451,56,305.066,348,2,0.54,1397,24,0.181415929,0.046357616,1
3,15,16,5.451,56,305.066,348,2,0.54,1397,3,0.131428571,0.046357616,0
9,10,16,5.451,56,305.066,348,2,0.54,1397,38,0.130612245,0.046357616,0
2,9,16,5.451,56,305.066,348,2,0.54,1397,9,0.1,0.046357616,0
5,11,16,5.451,56,305.066,348,2,0.54,1397,26,0.181415929,0.046357616,0
14,22,16,5.451,56,305.066,348,2,0.54,1397,27,0.25,0.046357616,0
8,19,16,5.451,56,305.066,348,2,0.54,1397,29,0.282051282,0.046357616,0
7,16,16,5.451,56,305.066,348,2,0.54,1397,23,0.146226415,0.046357616,0
6,20,16,5.451,56,305.066,348,2,0.54,1397,13,0.072243346,0.046357616,0
7,17,16,5.451,56,305.066,348,2,0.54,1397,15,0.146226415,0.046357616,0
14,18,16,5.451,56,305.066,348,2,0.54,1397,33,0.25,0.046357616,0
1,5,16,5.451,56,305.066,348,2,0.54,1397,8,0.155893536,0.046357616,0
8,21,16,5.451,56,305.066,348,2,0.54,1397,11,0.282051282,0.046357616,0
4,5,18,5.807,53,307.471,328,1,0.66,994,4,0.137096774,0.073359073,1
6,1,18,5.807,53,307.471,328,1,0.66,994,13,0.072243346,0.073359073,1
4,6,18,5.807,53,307.471,328,1,0.66,994,21,0.137096774,0.073359073,1
11,7,18,5.807,53,307.471,328,1,0.66,994,18,0.141509434,0.073359073,1
1,11,18,5.807,53,307.471,328,1,0.66,994,8,0.155893536,0.073359073,1
7,4,18,5.807,53,307.471,328,1,0.66,994,15,0.146226415,0.073359073,1
7,3,18,5.807,53,307.471,328,1,0.66,994,23,0.146226415,0.073359073,1
2,9,18,5.807,53,307.471,328,1,0.66,994,2,0.1,0.073359073,1
2,12,18,5.807,53,307.471,328,1,0.66,994,9,0.1,0.073359073,1
3,10,18,5.807,53,307.471,328,1,0.66,994,3,0.131428571,0.073359073,1
1,13,18,5.807,53,307.471,328,1,0.66,994,37,0.155893536,0.073359073,0
11,8,18,5.807,53,307.471,328,1,0.66,994,22,0.141509434,0.073359073,0
9,18,18,5.807,53,307.471,328,1,0.66,994,38,0.130612245,0.073359073,0
5,15,18,5.807,53,307.471,328,1,0.66,994,24,0.181415929,0.073359073,0
8,20,18,5.807,53,307.471,328,1,0.66,994,11,0.282051282,0.073359073,0
14,21,18,5.807,53,307.471,328,1,0.66,994,33,0.25,0.073359073,0
8,22,18,5.807,53,307.471,328,1,0.66,994,29,0.282051282,0.073359073,0
5,19,18,5.807,53,307.471,328,1,0.66,994,26,0.181415929,0.073359073,0
3,14,18,5.807,53,307.471,328,1,0.66,994,17,0.131428571,0.073359073,0
6,2,18,5.807,53,307.471,328,1,0.66,994,30,0.072243346,0.073359073,0
9,17,18,5.807,53,307.471,328,1,0.66,994,14,0.130612245,0.073359073,0
14,16,18,5.807,53,307.471,328,1,0.66,994,27,0.25,0.073359073,0
6,1,15,4.309,71,305.909,310,2,0.5,1394,13,0.072243346,0.097643098,1
4,4,15,4.309,71,305.909,310,2,0.5,1394,4,0.137096774,0.097643098,1
11,14,15,4.309,71,305.909,310,2,0.5,1394,18,0.141509434,0.097643098,1
6,10,15,4.309,71,305.909,310,2,0.5,1394,30,0.072243346,0.097643098,1
1,2,15,4.309,71,305.909,310,2,0.5,1394,8,0.155893536,0.097643098,1
4,6,15,4.309,71,305.909,310,2,0.5,1394,21,0.137096774,0.097643098,1
11,5,15,4.309,71,305.909,310,2,0.5,1394,22,0.141509434,0.097643098,1
1,12,15,4.309,71,305.909,310,2,0.5,1394,37,0.155893536,0.097643098,1
2,9,15,4.309,71,305.909,310,2,0.5,1394,9,0.1,0.097643098,1
8,19,15,4.309,71,305.909,310,2,0.5,1394,11,0.282051282,0.097643098,1
5,16,15,4.309,71,305.909,310,2,0.5,1394,26,0.181415929,0.097643098,0
9,22,15,4.309,71,305.909,310,2,0.5,1394,38,0.130612245,0.097643098,0
5,15,15,4.309,71,305.909,310,2,0.5,1394,24,0.181415929,0.097643098,0
14,17,15,4.309,71,305.909,310,2,0.5,1394,27,0.25,0.097643098,0
14,21,15,4.309,71,305.909,310,2,0.5,1394,33,0.25,0.097643098,0
8,20,15,4.309,71,305.909,310,2,0.5,1394,29,0.282051282,0.097643098,0
2,8,15,4.309,71,305.909,310,2,0.5,1394,2,0.1,0.097643098,0
9,18,15,4.309,71,305.909,310,2,0.5,1394,14,0.130612245,0.097643098,0
7,3,15,4.309,71,305.909,310,2,0.5,1394,15,0.146226415,0.097643098,0
7,7,15,4.309,71,305.909,310,2,0.5,1394,23,0.146226415,0.097643098,0
3,11,15,4.309,71,305.909,310,2,0.5,1394,17,0.131428571,0.097643098,0
3,13,15,4.309,71,305.909,310,2,0.5,1394,3,0.131428571,0.097643098,0
4,1,16,5.303,58,307.574,321.1,2,0.77,843,21,0.137096774,0.126245847,1
6,11,16,5.303,58,307.574,321.1,2,0.77,843,22,0.072243346,0.126245847,1
4,13,16,5.303,58,307.574,321.1,2,0.77,843,4,0.137096774,0.126245847,1
9,5,16,5.303,58,307.574,321.1,2,0.77,843,14,0.130612245,0.126245847,1
3,3,16,5.303,58,307.574,321.1,2,0.77,843,17,0.131428571,0.126245847,1
1,9,16,5.303,58,307.574,321.1,2,0.77,843,31,0.155893536,0.126245847,1
9,6,16,5.303,58,307.574,321.1,2,0.77,843,32,0.130612245,0.126245847,1
1,10,16,5.303,58,307.574,321.1,2,0.77,843,8,0.155893536,0.126245847,1
7,2,16,5.303,58,307.574,321.1,2,0.77,843,15,0.146226415,0.126245847,1
15,18,16,5.303,58,307.574,321.1,2,0.77,843,13,0.14025974,0.126245847,1
16,8,16,5.303,58,307.574,321.1,2,0.77,843,18,0.257142857,0.126245847,0
7,15,16,5.303,58,307.574,321.1,2,0.77,843,23,0.146226415,0.126245847,0
15,4,16,5.303,58,307.574,321.1,2,0.77,843,35,0.14025974,0.126245847,0
16,20,16,5.303,58,307.574,321.1,2,0.77,843,11,0.257142857,0.126245847,0
17,12,16,5.303,58,307.574,321.1,2,0.77,843,39,0.216216216,0.126245847,0
17,14,16,5.303,58,307.574,321.1,2,0.77,843,33,0.216216216,0.126245847,0
18,16,16,5.303,58,307.574,321.1,2,0.77,843,40,0.273972603,0.126245847,0
6,19,16,5.303,58,307.574,321.1,2,0.77,843,30,0.072243346,0.126245847,0
3,7,16,5.303,58,307.574,321.1,2,0.77,843,2,0.131428571,0.126245847,0
18,17,16,5.303,58,307.574,321.1,2,0.77,843,27,0.273972603,0.126245847,0
4,1,15,5.543,56,310.408,329,2,0.45,1029,4,0.137096774,0.036184211,1
7,2,15,5.543,56,310.408,329,2,0.45,1029,15,0.146226415,0.036184211,1
3,10,15,5.543,56,310.408,329,2,0.45,1029,2,0.131428571,0.036184211,1
1,11,15,5.543,56,310.408,329,2,0.45,1029,31,0.155893536,0.036184211,1
7,5,15,5.543,56,310.408,329,2,0.45,1029,23,0.146226415,0.036184211,1
9,8,15,5.543,56,310.408,329,2,0.45,1029,14,0.130612245,0.036184211,1
6,13,15,5.543,56,310.408,329,2,0.45,1029,30,0.072243346,0.036184211,1
9,7,15,5.543,56,310.408,329,2,0.45,1029,32,0.130612245,0.036184211,1
1,6,15,5.543,56,310.408,329,2,0.45,1029,8,0.155893536,0.036184211,1
15,14,15,5.543,56,310.408,329,2,0.45,1029,13,0.14025974,0.036184211,1
17,17,15,5.543,56,310.408,329,2,0.45,1029,39,0.216216216,0.036184211,0
17,18,15,5.543,56,310.408,329,2,0.45,1029,33,0.216216216,0.036184211,0
18,19,15,5.543,56,310.408,329,2,0.45,1029,27,0.273972603,0.036184211,0
6,12,15,5.543,56,310.408,329,2,0.45,1029,22,0.072243346,0.036184211,0
4,3,15,5.543,56,310.408,329,2,0.45,1029,21,0.137096774,0.036184211,0
3,4,15,5.543,56,310.408,329,2,0.45,1029,17,0.131428571,0.036184211,0
15,16,15,5.543,56,310.408,329,2,0.45,1029,35,0.14025974,0.036184211,0
16,9,15,5.543,56,310.408,329,2,0.45,1029,18,0.257142857,0.036184211,0
18,20,15,5.543,56,310.408,329,2,0.45,1029,40,0.273972603,0.036184211,0
4,1,15,5.412,57,308.238,329.6,2,0.72,1205,4,0.137096774,0.028571429,1
7,3,15,5.412,57,308.238,329.6,2,0.72,1205,15,0.146226415,0.028571429,1
1,9,15,5.412,57,308.238,329.6,2,0.72,1205,8,0.155893536,0.028571429,1
7,6,15,5.412,57,308.238,329.6,2,0.72,1205,23,0.146226415,0.028571429,1
1,8,15,5.412,57,308.238,329.6,2,0.72,1205,37,0.155893536,0.028571429,1
3,5,15,5.412,57,308.238,329.6,2,0.72,1205,17,0.131428571,0.028571429,1
15,12,15,5.412,57,308.238,329.6,2,0.72,1205,13,0.14025974,0.028571429,1
9,14,15,5.412,57,308.238,329.6,2,0.72,1205,14,0.130612245,0.028571429,1
6,20,15,5.412,57,308.238,329.6,2,0.72,1205,22,0.072243346,0.028571429,1
17,16,15,5.412,57,308.238,329.6,2,0.72,1205,33,0.216216216,0.028571429,1
15,15,15,5.412,57,308.238,329.6,2,0.72,1205,35,0.14025974,0.028571429,0
18,19,15,5.412,57,308.238,329.6,2,0.72,1205,40,0.273972603,0.028571429,0
18,18,15,5.412,57,308.238,329.6,2,0.72,1205,27,0.273972603,0.028571429,0
16,11,15,5.412,57,308.238,329.6,2,0.72,1205,18,0.257142857,0.028571429,0
16,13,15,5.412,57,308.238,329.6,2,0.72,1205,11,0.257142857,0.028571429,0
3,4,15,5.412,57,308.238,329.6,2,0.72,1205,2,0.131428571,0.028571429,0
6,2,15,5.412,57,308.238,329.6,2,0.72,1205,30,0.072243346,0.028571429,0
4,10,15,5.412,57,308.238,329.6,2,0.72,1205,21,0.137096774,0.028571429,0
17,17,15,5.412,57,308.238,329.6,2,0.72,1205,39,0.216216216,0.028571429,0
9,7,15,5.412,57,308.238,329.6,2,0.72,1205,32,0.130612245,0.028571429,0
4,2,21,4.933,60,300,222.67,2,0.59,900,4,0.137096774,0.048387097,1
6,13,21,4.933,60,300,222.67,2,0.59,900,30,0.072243346,0.048387097,1
15,11,21,4.933,60,300,222.67,2,0.59,900,35,0.14025974,0.048387097,1
7,5,21,4.933,60,300,222.67,2,0.59,900,15,0.146226415,0.048387097,1
3,8,21,4.933,60,300,222.67,2,0.59,900,2,0.131428571,0.048387097,1
3,4,21,4.933,60,300,222.67,2,0.59,900,17,0.131428571,0.048387097,1
9,15,21,4.933,60,300,222.67,2,0.59,900,24,0.130612245,0.048387097,1
7,10,21,4.933,60,300,222.67,2,0.59,900,23,0.146226415,0.048387097,1
15,18,21,4.933,60,300,222.67,2,0.59,900,13,0.14025974,0.048387097,1
9,14,21,4.933,60,300,222.67,2,0.59,900,14,0.130612245,0.048387097,0
17,16,21,4.933,60,300,222.67,2,0.59,900,39,0.216216216,0.048387097,0
17,17,21,4.933,60,300,222.67,2,0.59,900,33,0.216216216,0.048387097,0
18,20,21,4.933,60,300,222.67,2,0.59,900,27,0.273972603,0.048387097,0
6,9,21,4.933,60,300,222.67,2,0.59,900,22,0.072243346,0.048387097,0
1,1,21,4.933,60,300,222.67,2,0.59,900,8,0.155893536,0.048387097,0
18,19,21,4.933,60,300,222.67,2,0.59,900,40,0.273972603,0.048387097,0
4,12,21,4.933,60,300,222.67,2,0.59,900,21,0.137096774,0.048387097,0
16,3,21,4.933,60,300,222.67,2,0.59,900,18,0.257142857,0.048387097,0
16,6,21,4.933,60,300,222.67,2,0.59,900,11,0.257142857,0.048387097,0
1,1,16,4.655,66,307.104,332,2,0.72,1310,8,0.155893536,0.069536424,1
4,3,16,4.655,66,307.104,332,2,0.72,1310,4,0.137096774,0.069536424,1
7,5,16,4.655,66,307.104,332,2,0.72,1310,15,0.146226415,0.069536424,1
7,4,16,4.655,66,307.104,332,2,0.72,1310,23,0.146226415,0.069536424,1
4,6,16,4.655,66,307.104,332,2,0.72,1310,21,0.137096774,0.069536424,1
3,2,16,4.655,66,307.104,332,2,0.72,1310,17,0.131428571,0.069536424,1
1,7,16,4.655,66,307.104,332,2,0.72,1310,31,0.155893536,0.069536424,1
9,9,16,4.655,66,307.104,332,2,0.72,1310,14,0.130612245,0.069536424,1
6,16,16,4.655,66,307.104,332,2,0.72,1310,22,0.072243346,0.069536424,1
3,17,16,4.655,66,307.104,332,2,0.72,1310,2,0.131428571,0.069536424,1
15,10,16,4.655,66,307.104,332,2,0.72,1310,13,0.14025974,0.069536424,0
17,18,16,4.655,66,307.104,332,2,0.72,1310,33,0.216216216,0.069536424,0
17,13,16,4.655,66,307.104,332,2,0.72,1310,39,0.216216216,0.069536424,0
15,12,16,4.655,66,307.104,332,2,0.72,1310,35,0.14025974,0.069536424,0
6,8,16,4.655,66,307.104,332,2,0.72,1310,30,0.072243346,0.069536424,0
18,14,16,4.655,66,307.104,332,2,0.72,1310,27,0.273972603,0.069536424,0
18,15,16,4.655,66,307.104,332,2,0.72,1310,40,0.273972603,0.069536424,0
9,11,16,4.655,66,307.104,332,2,0.72,1310,24,0.130612245,0.069536424,0
1,1,19,3.337,78,260.286,290,1,0.34,669,8,0.155893536,0.160535117,1
3,6,19,3.337,78,260.286,290,1,0.34,669,2,0.131428571,0.160535117,1
3,3,19,3.337,78,260.286,290,1,0.34,669,17,0.131428571,0.160535117,1
4,2,19,3.337,78,260.286,290,1,0.34,669,4,0.137096774,0.160535117,1
1,16,19,3.337,78,260.286,290,1,0.34,669,31,0.155893536,0.160535117,1
7,18,19,3.337,78,260.286,290,1,0.34,669,23,0.146226415,0.160535117,1
6,8,19,3.337,78,260.286,290,1,0.34,669,30,0.072243346,0.160535117,1
6,10,19,3.337,78,260.286,290,1,0.34,669,22,0.072243346,0.160535117,1
15,11,19,3.337,78,260.286,290,1,0.34,669,13,0.14025974,0.160535117,1
7,5,19,3.337,78,260.286,290,1,0.34,669,15,0.146226415,0.160535117,1
15,9,19,3.337,78,260.286,290,1,0.34,669,35,0.14025974,0.160535117,0
4,4,19,3.337,78,260.286,290,1,0.34,669,21,0.137096774,0.160535117,0
17,15,19,3.337,78,260.286,290,1,0.34,669,33,0.216216216,0.160535117,0
18,14,19,3.337,78,260.286,290,1,0.34,669,27,0.273972603,0.160535117,0
9,12,19,3.337,78,260.286,290,1,0.34,669,24,0.130612245,0.160535117,0
18,13,19,3.337,78,260.286,290,1,0.34,669,40,0.273972603,0.160535117,0
9,7,19,3.337,78,260.286,290,1,0.34,669,14,0.130612245,0.160535117,0
17,17,19,3.337,78,260.286,290,1,0.34,669,39,0.216216216,0.160535117,0
4,6,15,5.148,60,308.88,316,2,0.7,800,4,0.137096774,0.053333333,1
3,1,15,5.148,60,308.88,316,2,0.7,800,2,0.131428571,0.053333333,1
6,7,15,5.148,60,308.88,316,2,0.7,800,22,0.072243346,0.053333333,1
9,12,15,5.148,60,308.88,316,2,0.7,800,14,0.130612245,0.053333333,1
6,10,15,5.148,60,308.88,316,2,0.7,800,30,0.072243346,0.053333333,1
4,9,15,5.148,60,308.88,316,2,0.7,800,21,0.137096774,0.053333333,1
1,5,15,5.148,60,308.88,316,2,0.7,800,31,0.155893536,0.053333333,1
7,4,15,5.148,60,308.88,316,2,0.7,800,15,0.146226415,0.053333333,1
9,14,15,5.148,60,308.88,316,2,0.7,800,24,0.130612245,0.053333333,1
16,13,15,5.148,60,308.88,316,2,0.7,800,18,0.257142857,0.053333333,1
1,2,15,5.148,60,308.88,316,2,0.7,800,8,0.155893536,0.053333333,0
16,16,15,5.148,60,308.88,316,2,0.7,800,11,0.257142857,0.053333333,0
15,15,15,5.148,60,308.88,316,2,0.7,800,35,0.14025974,0.053333333,0
15,11,15,5.148,60,308.88,316,2,0.7,800,13,0.14025974,0.053333333,0
17,17,15,5.148,60,308.88,316,2,0.7,800,33,0.216216216,0.053333333,0
17,19,15,5.148,60,308.88,316,2,0.7,800,39,0.216216216,0.053333333,0
18,20,15,5.148,60,308.88,316,2,0.7,800,27,0.273972603,0.053333333,0
18,18,15,5.148,60,308.88,316,2,0.7,800,40,0.273972603,0.053333333,0
7,8,15,5.148,60,308.88,316,2,0.7,800,23,0.146226415,0.053333333,0
3,3,15,5.148,60,308.88,316,2,0.7,800,17,0.131428571,0.053333333,0
1,7,14,4.361,70,305.27,315.5,2,0.76,1190,8,0.155893536,0.106382979,1
6,2,14,4.361,70,305.27,315.5,2,0.76,1190,30,0.072243346,0.106382979,1
6,20,14,4.361,70,305.27,315.5,2,0.76,1190,22,0.072243346,0.106382979,1
15,11,14,4.361,70,305.27,315.5,2,0.76,1190,13,0.14025974,0.106382979,1
3,14,14,4.361,70,305.27,315.5,2,0.76,1190,17,0.131428571,0.106382979,1
7,10,14,4.361,70,305.27,315.5,2,0.76,1190,23,0.146226415,0.106382979,1
9,12,14,4.361,70,305.27,315.5,2,0.76,1190,14,0.130612245,0.106382979,1
9,16,14,4.361,70,305.27,315.5,2,0.76,1190,32,0.130612245,0.106382979,1
15,8,14,4.361,70,305.27,315.5,2,0.76,1190,35,0.14025974,0.106382979,1
17,18,14,4.361,70,305.27,315.5,2,0.76,1190,33,0.216216216,0.106382979,1
18,15,14,4.361,70,305.27,315.5,2,0.76,1190,27,0.273972603,0.106382979,0
7,9,14,4.361,70,305.27,315.5,2,0.76,1190,15,0.146226415,0.106382979,0
16,1,14,4.361,70,305.27,315.5,2,0.76,1190,18,0.257142857,0.106382979,0
3,13,14,4.361,70,305.27,315.5,2,0.76,1190,2,0.131428571,0.106382979,0
16,6,14,4.361,70,305.27,315.5,2,0.76,1190,11,0.257142857,0.106382979,0
18,19,14,4.361,70,305.27,315.5,2,0.76,1190,40,0.273972603,0.106382979,0
4,3,14,4.361,70,305.27,315.5,2,0.76,1190,4,0.137096774,0.106382979,0
4,4,14,4.361,70,305.27,315.5,2,0.76,1190,21,0.137096774,0.106382979,0
17,17,14,4.361,70,305.27,315.5,2,0.76,1190,39,0.216216216,0.106382979,0
1,5,14,4.361,70,305.27,315.5,2,0.76,1190,31,0.155893536,0.106382979,0
6,5,13,3.925,80,314.015,214.921,0,0.5,1295,30,0.072243346,0.202380952,1
6,7,13,3.925,80,314.015,214.921,0,0.5,1295,22,0.072243346,0.202380952,1
17,17,13,3.925,80,314.015,214.921,0,0.5,1295,33,0.216216216,0.202380952,1
17,19,13,3.925,80,314.015,214.921,0,0.5,1295,39,0.216216216,0.202380952,1
18,18,13,3.925,80,314.015,214.921,0,0.5,1295,27,0.273972603,0.202380952,1
18,20,13,3.925,80,314.015,214.921,0,0.5,1295,40,0.273972603,0.202380952,1
7,1,13,3.925,80,314.015,214.921,0,0.5,1295,15,0.146226415,0.202380952,1
1,2,13,3.925,80,314.015,214.921,0,0.5,1295,8,0.155893536,0.202380952,1
16,3,13,3.925,80,314.015,214.921,0,0.5,1295,18,0.257142857,0.202380952,1
4,4,13,3.925,80,314.015,214.921,0,0.5,1295,21,0.137096774,0.202380952,1
4,6,13,3.925,80,314.015,214.921,0,0.5,1295,4,0.137096774,0.202380952,0
16,8,13,3.925,80,314.015,214.921,0,0.5,1295,11,0.257142857,0.202380952,0
3,9,13,3.925,80,314.015,214.921,0,0.5,1295,17,0.131428571,0.202380952,0
15,10,13,3.925,80,314.015,214.921,0,0.5,1295,13,0.14025974,0.202380952,0
1,11,13,3.925,80,314.015,214.921,0,0.5,1295,31,0.155893536,0.202380952,0
15,12,13,3.925,80,314.015,214.921,0,0.5,1295,35,0.14025974,0.202380952,0
7,13,13,3.925,80,314.015,214.921,0,0.5,1295,41,0.146226415,0.202380952,0
9,14,13,3.925,80,314.015,214.921,0,0.5,1295,32,0.130612245,0.202380952,0
3,15,13,3.925,80,314.015,214.921,0,0.5,1295,2,0.131428571,0.202380952,0
9,16,13,3.925,80,314.015,214.921,0,0.5,1295,14,0.130612245,0.202380952,0
4,1,17,4.412,70,308.84,215.5,2,0.65,1000,4,0.137096774,0.038461538,1
1,13,17,4.412,70,308.84,215.5,2,0.65,1000,8,0.155893536,0.038461538,1
6,3,17,4.412,70,308.84,215.5,2,0.65,1000,30,0.072243346,0.038461538,1
16,7,17,4.412,70,308.84,215.5,2,0.65,1000,18,0.257142857,0.038461538,1
7,2,17,4.412,70,308.84,215.5,2,0.65,1000,15,0.146226415,0.038461538,1
4,6,17,4.412,70,308.84,215.5,2,0.65,1000,21,0.137096774,0.038461538,1
7,11,17,4.412,70,308.84,215.5,2,0.65,1000,23,0.146226415,0.038461538,1
15,10,17,4.412,70,308.84,215.5,2,0.65,1000,35,0.14025974,0.038461538,1
6,5,17,4.412,70,308.84,215.5,2,0.65,1000,22,0.072243346,0.038461538,1
9,15,17,4.412,70,308.84,215.5,2,0.65,1000,14,0.130612245,0.038461538,1
16,4,17,4.412,70,308.84,215.5,2,0.65,1000,11,0.257142857,0.038461538,0
3,12,17,4.412,70,308.84,215.5,2,0.65,1000,17,0.131428571,0.038461538,0
17,19,17,4.412,70,308.84,215.5,2,0.65,1000,33,0.216216216,0.038461538,0
