constructorId,grid,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,driverId,constructor_error_rate,circuit_error_rate,label
1,2,14,5.338,58,309.396,321.4,2,0.69,1200,5,0.155893536,0.032894737,0
7,15,14,5.338,58,309.396,321.4,2,0.69,1200,10,0.146226415,0.032894737,0
11,12,14,5.338,58,309.396,321.4,2,0.69,1200,22,0.141509434,0.032894737,0
4,17,14,5.338,58,309.396,321.4,2,0.69,1200,12,0.137096774,0.032894737,0
10,19,14,5.338,58,309.396,321.4,2,0.69,1200,16,0.086614173,0.032894737,0
5,14,14,5.338,58,309.396,321.4,2,0.69,1200,20,0.181415929,0.032894737,0
5,18,14,5.338,58,309.396,321.4,2,0.69,1200,7,0.181415929,0.032894737,0
10,20,14,5.338,58,309.396,321.4,2,0.69,1200,21,0.086614173,0.032894737,0
1,3,19,3.337,78,260.286,290,1,0.34,669,1,0.155893536,0.160535117,1
2,5,19,3.337,78,260.286,290,1,0.34,669,9,0.1,0.160535117,1
6,1,19,3.337,78,260.286,290,1,0.34,669,13,0.072243346,0.160535117,1
9,9,19,3.337,78,260.286,290,1,0.34,669,17,0.130612245,0.160535117,1
5,19,19,3.337,78,260.286,290,1,0.34,669,20,0.181415929,0.160535117,1
11,14,19,3.337,78,260.286,290,1,0.34,669,22,0.141509434,0.160535117,1
1,4,19,3.337,78,260.286,290,1,0.34,669,5,0.155893536,0.160535117,1
6,2,19,3.337,78,260.286,290,1,0.34,669,8,0.072243346,0.160535117,1
4,7,19,3.337,78,260.286,290,1,0.34,669,4,0.137096774,0.160535117,1
11,11,19,3.337,78,260.286,290,1,0.34,669,18,0.141509434,0.160535117,0
7,10,19,3.337,78,260.286,290,1,0.34,669,10,0.146226415,0.160535117,0
7,8,19,3.337,78,260.286,290,1,0.34,669,15,0.146226415,0.160535117,0
2,12,19,3.337,78,260.286,290,1,0.34,669,2,0.1,0.160535117,0
10,18,19,3.337,78,260.286,290,1,0.34,669,16,0.086614173,0.160535117,0
3,6,19,3.337,78,260.286,290,1,0.34,669,3,0.131428571,0.160535117,0
4,17,19,3.337,78,260.286,290,1,0.34,669,12,0.137096774,0.160535117,0
10,20,19,3.337,78,260.286,290,1,0.34,669,21,0.086614173,0.160535117,0
9,15,19,3.337,78,260.286,290,1,0.34,669,14,0.130612245,0.160535117,0
5,16,19,3.337,78,260.286,290,1,0.34,669,7,0.181415929,0.160535117,0
2,2,14,4.361,70,305.27,315.5,2,0.76,1190,9,0.1,0.106382979,1
2,8,14,4.361,70,305.27,315.5,2,0.76,1190,2,0.1,0.106382979,1
9,13,14,4.361,70,305.27,315.5,2,0.76,1190,14,0.130612245,0.106382979,1
7,11,14,4.361,70,305.27,315.5,2,0.76,1190,10,0.146226415,0.106382979,1
6,6,14,4.361,70,305.27,315.5,2,0.76,1190,13,0.072243346,0.106382979,1
7,14,14,4.361,70,305.27,315.5,2,0.76,1190,15,0.146226415,0.106382979,1
11,9,14,4.361,70,305.27,315.5,2,0.76,1190,22,0.141509434,0.106382979,1
5,19,14,4.361,70,305.27,315.5,2,0.76,1190,20,0.181415929,0.106382979,1
1,7,14,4.361,70,305.27,315.5,2,0.76,1190,5,0.155893536,0.106382979,1
3,5,14,4.361,70,305.27,315.5,2,0.76,1190,3,0.131428571,0.106382979,1
11,20,14,4.361,70,305.27,315.5,2,0.76,1190,18,0.141509434,0.106382979,0
9,10,14,4.361,70,305.27,315.5,2,0.76,1190,17,0.130612245,0.106382979,0
5,18,14,4.361,70,305.27,315.5,2,0.76,1190,7,0.181415929,0.106382979,0
10,17,14,4.361,70,305.27,315.5,2,0.76,1190,21,0.086614173,0.106382979,0
4,4,14,4.361,70,305.27,315.5,2,0.76,1190,4,0.137096774,0.106382979,0
4,15,14,4.361,70,305.27,315.5,2,0.76,1190,12,0.137096774,0.106382979,0
6,3,14,4.361,70,305.27,315.5,2,0.76,1190,8,0.072243346,0.106382979,0
1,1,14,4.361,70,305.27,315.5,2,0.76,1190,1,0.155893536,0.106382979,0
10,16,14,4.361,70,305.27,315.5,2,0.76,1190,16,0.086614173,0.106382979,0
6,2,17,4.412,70,308.84,215.5,2,0.65,1000,13,0.072243346,0.038461538,1
6,1,17,4.412,70,308.84,215.5,2,0.65,1000,8,0.072243346,0.038461538,1
7,4,17,4.412,70,308.84,215.5,2,0.65,1000,15,0.146226415,0.038461538,1
1,10,17,4.412,70,308.84,215.5,2,0.65,1000,5,0.155893536,0.038461538,1
2,5,17,4.412,70,308.84,215.5,2,0.65,1000,9,0.1,0.038461538,1
9,6,17,4.412,70,308.84,215.5,2,0.65,1000,17,0.130612245,0.038461538,1
4,9,17,4.412,70,308.84,215.5,2,0.65,1000,12,0.137096774,0.038461538,1
4,3,17,4.412,70,308.84,215.5,2,0.65,1000,4,0.137096774,0.038461538,1
9,7,17,4.412,70,308.84,215.5,2,0.65,1000,14,0.130612245,0.038461538,1
1,13,17,4.412,70,308.84,215.5,2,0.65,1000,1,0.155893536,0.038461538,1
7,8,17,4.412,70,308.84,215.5,2,0.65,1000,10,0.146226415,0.038461538,0
5,12,17,4.412,70,308.84,215.5,2,0.65,1000,20,0.181415929,0.038461538,0
2,11,17,4.412,70,308.84,215.5,2,0.65,1000,2,0.1,0.038461538,0
11,20,17,4.412,70,308.84,215.5,2,0.65,1000,22,0.141509434,0.038461538,0
3,19,17,4.412,70,308.84,215.5,2,0.65,1000,3,0.131428571,0.038461538,0
5,14,17,4.412,70,308.84,215.5,2,0.65,1000,7,0.181415929,0.038461538,0
10,17,17,4.412,70,308.84,215.5,2,0.65,1000,21,0.086614173,0.038461538,0
10,18,17,4.412,70,308.84,215.5,2,0.65,1000,16,0.086614173,0.038461538,0
11,16,17,4.412,70,308.84,215.5,2,0.65,1000,18,0.141509434,0.038461538,0
1,4,18,5.891,52,306.332,329.5,2,0.7,1034,1,0.155893536,0.066225166,1
2,5,18,5.891,52,306.332,329.5,2,0.7,1034,2,0.1,0.066225166,1
11,16,18,5.891,52,306.332,329.5,2,0.7,1034,22,0.141509434,0.066225166,1
6,3,18,5.891,52,306.332,329.5,2,0.7,1034,8,0.072243346,0.066225166,1
1,1,18,5.891,52,306.332,329.5,2,0.7,1034,5,0.155893536,0.066225166,1
4,6,18,5.891,52,306.332,329.5,2,0.7,1034,4,0.137096774,0.066225166,1
7,14,18,5.891,52,306.332,329.5,2,0.7,1034,15,0.146226415,0.066225166,1
3,20,18,5.891,52,306.332,329.5,2,0.7,1034,3,0.131428571,0.066225166,1
9,2,18,5.891,52,306.332,329.5,2,0.7,1034,17,0.130612245,0.066225166,1
5,13,18,5.891,52,306.332,329.5,2,0.7,1034,7,0.181415929,0.066225166,0
7,12,18,5.891,52,306.332,329.5,2,0.7,1034,10,0.146226415,0.066225166,0
6,9,18,5.891,52,306.332,329.5,2,0.7,1034,13,0.072243346,0.066225166,0
2,10,18,5.891,52,306.332,329.5,2,0.7,1034,9,0.1,0.066225166,0
11,17,18,5.891,52,306.332,329.5,2,0.7,1034,18,0.141509434,0.066225166,0
4,7,18,5.891,52,306.332,329.5,2,0.7,1034,12,0.137096774,0.066225166,0
10,19,18,5.891,52,306.332,329.5,2,0.7,1034,21,0.086614173,0.066225166,0
10,18,18,5.891,52,306.332,329.5,2,0.7,1034,16,0.086614173,0.066225166,0
5,8,18,5.891,52,306.332,329.5,2,0.7,1034,20,0.181415929,0.066225166,0
9,11,18,5.891,52,306.332,329.5,2,0.7,1034,14,0.130612245,0.066225166,0
1,1,17,4.574,67,306.458,313,2,0.535,1240,1,0.155893536,0.034482759,1
4,17,17,4.574,67,306.458,313,2,0.535,1240,12,0.137096774,0.034482759,1
6,2,17,4.574,67,306.458,313,2,0.535,1240,13,0.072243346,0.034482759,1
2,12,17,4.574,67,306.458,313,2,0.535,1240,2,0.1,0.034482759,1
1,3,17,4.574,67,306.458,313,2,0.535,1240,5,0.155893536,0.034482759,1
6,6,17,4.574,67,306.458,313,2,0.535,1240,8,0.072243346,0.034482759,1
2,7,17,4.574,67,306.458,313,2,0.535,1240,9,0.1,0.034482759,1
5,9,17,4.574,67,306.458,313,2,0.535,1240,20,0.181415929,0.034482759,1
7,4,17,4.574,67,306.458,313,2,0.535,1240,15,0.146226415,0.034482759,1
3,13,17,4.574,67,306.458,313,2,0.535,1240,3,0.131428571,0.034482759,1
4,5,17,4.574,67,306.458,313,2,0.535,1240,4,0.137096774,0.034482759,0
5,15,17,4.574,67,306.458,313,2,0.535,1240,7,0.181415929,0.034482759,0
9,10,17,4.574,67,306.458,313,2,0.535,1240,14,0.130612245,0.034482759,0
10,19,17,4.574,67,306.458,313,2,0.535,1240,16,0.086614173,0.034482759,0
10,20,17,4.574,67,306.458,313,2,0.535,1240,21,0.086614173,0.034482759,0
11,14,17,4.574,67,306.458,313,2,0.535,1240,18,0.141509434,0.034482759,0
11,18,17,4.574,67,306.458,313,2,0.535,1240,22,0.141509434,0.034482759,0
9,8,17,4.574,67,306.458,313,2,0.535,1240,17,0.130612245,0.034482759,0
7,11,17,4.574,67,306.458,313,2,0.535,1240,10,0.146226415,0.034482759,0
1,2,14,4.381,70,306.67,315,2,0.5,908,5,0.155893536,0.043046358,1
7,5,14,4.381,70,306.67,315,2,0.5,908,10,0.146226415,0.043046358,1
6,6,14,4.381,70,306.67,315,2,0.5,908,8,0.072243346,0.043046358,1
4,7,14,4.381,70,306.67,315,2,0.5,908,4,0.137096774,0.043046358,1
1,1,14,4.381,70,306.67,315,2,0.5,908,1,0.155893536,0.043046358,1
4,10,14,4.381,70,306.67,315,2,0.5,908,12,0.137096774,0.043046358,1
7,9,14,4.381,70,306.67,315,2,0.5,908,15,0.146226415,0.043046358,1
2,4,14,4.381,70,306.67,315,2,0.5,908,9,0.1,0.043046358,1
9,8,14,4.381,70,306.67,315,2,0.5,908,17,0.130612245,0.043046358,1
2,15,14,4.381,70,306.67,315,2,0.5,908,2,0.1,0.043046358,1
9,13,14,4.381,70,306.67,315,2,0.5,908,14,0.130612245,0.043046358,0
11,12,14,4.381,70,306.67,315,2,0.5,908,18,0.141509434,0.043046358,0
3,14,14,4.381,70,306.67,315,2,0.5,908,3,0.131428571,0.043046358,0
10,18,14,4.381,70,306.67,315,2,0.5,908,21,0.086614173,0.043046358,0
11,17,14,4.381,70,306.67,315,2,0.5,908,22,0.141509434,0.043046358,0
6,3,14,4.381,70,306.67,315,2,0.5,908,13,0.072243346,0.043046358,0
5,19,14,4.381,70,306.67,315,2,0.5,908,7,0.181415929,0.043046358,0
10,20,14,4.381,70,306.67,315,2,0.5,908,16,0.086614173,0.043046358,0
5,11,14,4.381,70,306.67,315,2,0.5,908,20,0.181415929,0.043046358,0
6,1,25,5.419,57,308.883,318,2,0.63,930,13,0.072243346,0.0625,1
1,2,25,5.419,57,308.883,318,2,0.63,930,1,0.155893536,0.0625,1
2,3,25,5.419,57,308.883,318,2,0.63,930,9,0.1,0.0625,1
1,5,25,5.419,57,308.883,318,2,0.63,930,5,0.155893536,0.0625,1
7,7,25,5.419,57,308.883,318,2,0.63,930,15,0.146226415,0.0625,1
5,6,25,5.419,57,308.883,318,2,0.63,930,20,0.181415929,0.0625,1
7,13,25,5.419,57,308.883,318,2,0.63,930,10,0.146226415,0.0625,1
3,9,25,5.419,57,308.883,318,2,0.63,930,3,0.131428571,0.0625,1
2,8,25,5.419,57,308.883,318,2,0.63,930,2,0.1,0.0625,1
5,10,25,5.419,57,308.883,318,2,0.63,930,7,0.181415929,0.0625,1
4,15,25,5.419,57,308.883,318,2,0.63,930,12,0.137096774,0.0625,0
9,14,25,5.419,57,308.883,318,2,0.63,930,17,0.130612245,0.0625,0
11,16,25,5.419,57,308.883,318,2,0.63,930,18,0.141509434,0.0625,0
10,18,25,5.419,57,308.883,318,2,0.63,930,21,0.086614173,0.0625,0
11,19,25,5.419,57,308.883,318,2,0.63,930,22,0.141509434,0.0625,0
9,17,25,5.419,57,308.883,318,2,0.63,930,14,0.130612245,0.0625,0
6,4,25,5.419,57,308.883,318,2,0.63,930,8,0.072243346,0.0625,0
10,20,25,5.419,57,308.883,318,2,0.63,930,16,0.086614173,0.0625,0
4,12,25,5.419,57,308.883,318,2,0.63,930,4,0.137096774,0.0625,0
6,2,19,7.004,44,308.052,319.6,2,0.7,2015,13,0.072243346,0.103571429,1
2,5,19,7.004,44,308.052,319.6,2,0.7,2015,2,0.1,0.103571429,1
1,1,19,7.004,44,308.052,319.6,2,0.7,2015,1,0.155893536,0.103571429,1
4,6,19,7.004,44,308.052,319.6,2,0.7,2015,4,0.137096774,0.103571429,1
5,10,19,7.004,44,308.052,319.6,2,0.7,2015,20,0.181415929,0.103571429,1
2,8,19,7.004,44,308.052,319.6,2,0.7,2015,9,0.1,0.103571429,1
5,9,19,7.004,44,308.052,319.6,2,0.7,2015,7,0.181415929,0.103571429,1
9,7,19,7.004,44,308.052,319.6,2,0.7,2015,17,0.130612245,0.103571429,1
7,13,19,7.004,44,308.052,319.6,2,0.7,2015,10,0.146226415,0.103571429,1
1,3,19,7.004,44,308.052,319.6,2,0.7,2015,5,0.155893536,0.103571429,1
9,14,19,7.004,44,308.052,319.6,2,0.7,2015,14,0.130612245,0.103571429,0
3,15,19,7.004,44,308.052,319.6,2,0.7,2015,3,0.131428571,0.103571429,0
10,18,19,7.004,44,308.052,319.6,2,0.7,2015,16,0.086614173,0.103571429,0
11,17,19,7.004,44,308.052,319.6,2,0.7,2015,18,0.141509434,0.103571429,0
7,11,19,7.004,44,308.052,319.6,2,0.7,2015,15,0.146226415,0.103571429,0
10,20,19,7.004,44,308.052,319.6,2,0.7,2015,21,0.086614173,0.103571429,0
6,4,19,7.004,44,308.052,319.6,2,0.7,2015,8,0.072243346,0.103571429,0
11,16,19,7.004,44,308.052,319.6,2,0.7,2015,22,0.141509434,0.103571429,0
4,12,19,7.004,44,308.052,319.6,2,0.7,2015,12,0.137096774,0.103571429,0
5,1,11,5.793,53,306.72,350,2,0.84,1520,20,0.181415929,0.043046358,1
1,2,11,5.793,53,306.72,350,2,0.84,1520,5,0.155893536,0.043046358,1
2,11,11,5.793,53,306.72,350,2,0.84,1520,9,0.1,0.043046358,1
4,8,11,5.793,53,306.72,350,2,0.84,1520,4,0.137096774,0.043046358,1
2,10,11,5.793,53,306.72,350,2,0.84,1520,2,0.1,0.043046358,1
6,6,11,5.793,53,306.72,350,2,0.84,1520,13,0.072243346,0.043046358,1
1,15,11,5.793,53,306.72,350,2,0.84,1520,1,0.155893536,0.043046358,1
9,3,11,5.793,53,306.72,350,2,0.84,1520,17,0.130612245,0.043046358,1
6,14,11,5.793,53,306.72,350,2,0.84,1520,8,0.072243346,0.043046358,1
4,17,11,5.793,53,306.72,350,2,0.84,1520,12,0.137096774,0.043046358,1
7,9,11,5.793,53,306.72,350,2,0.84,1520,10,0.146226415,0.043046358,0
7,7,11,5.793,53,306.72,350,2,0.84,1520,15,0.146226415,0.043046358,0
3,5,11,5.793,53,306.72,350,2,0.84,1520,3,0.131428571,0.043046358,0
11,19,11,5.793,53,306.72,350,2,0.84,1520,18,0.141509434,0.043046358,0
9,13,11,5.793,53,306.72,350,2,0.84,1520,14,0.130612245,0.043046358,0
11,16,11,5.793,53,306.72,350,2,0.84,1520,22,0.141509434,0.043046358,0
5,4,11,5.793,53,306.72,350,2,0.84,1520,7,0.181415929,0.043046358,0
10,20,11,5.793,53,306.72,350,2,0.84,1520,16,0.086614173,0.043046358,0
10,12,11,5.793,53,306.72,350,2,0.84,1520,21,0.086614173,0.043046358,0
4,15,23,5.065,61,308.965,323,3,0.49,832,4,0.137096774,0.114678899,1
3,8,23,5.065,61,308.965,323,3,0.49,832,3,0.131428571,0.114678899,1
1,2,23,5.065,61,308.965,323,3,0.49,832,1,0.155893536,0.114678899,1
7,7,23,5.065,61,308.965,323,3,0.49,832,10,0.146226415,0.114678899,1
5,6,23,5.065,61,308.965,323,3,0.49,832,20,0.181415929,0.114678899,1
2,9,23,5.065,61,308.965,323,3,0.49,832,2,0.1,0.114678899,1
9,14,23,5.065,61,308.965,323,3,0.49,832,14,0.130612245,0.114678899,1
11,12,23,5.065,61,308.965,323,3,0.49,832,18,0.141509434,0.114678899,1
1,5,23,5.065,61,308.965,323,3,0.49,832,5,0.155893536,0.114678899,1
2,4,23,5.065,61,308.965,323,3,0.49,832,9,0.1,0.114678899,0
5,17,23,5.065,61,308.965,323,3,0.49,832,7,0.181415929,0.114678899,0
6,1,23,5.065,61,308.965,323,3,0.49,832,13,0.072243346,0.114678899,0
10,20,23,5.065,61,308.965,323,3,0.49,832,21,0.086614173,0.114678899,0
6,3,23,5.065,61,308.965,323,3,0.49,832,8,0.072243346,0.114678899,0
7,11,23,5.065,61,308.965,323,3,0.49,832,15,0.146226415,0.114678899,0
10,19,23,5.065,61,308.965,323,3,0.49,832,16,0.086614173,0.114678899,0
9,13,23,5.065,61,308.965,323,3,0.49,832,17,0.130612245,0.114678899,0
11,18,23,5.065,61,308.965,323,3,0.49,832,22,0.141509434,0.114678899,0
4,16,23,5.065,61,308.965,323,3,0.49,832,12,0.137096774,0.114678899,0
4,4,16,4.563,67,305.416,310,0,0.6,1445,4,0.137096774,0.146341463,1
2,6,16,4.563,67,305.416,310,0,0.6,1445,9,0.1,0.146341463,1
6,2,16,4.563,67,305.416,310,0,0.6,1445,8,0.072243346,0.146341463,1
4,12,16,4.563,67,305.416,310,0,0.6,1445,12,0.137096774,0.146341463,1
7,7,16,4.563,67,305.416,310,0,0.6,1445,15,0.146226415,0.146341463,1
5,9,16,4.563,67,305.416,310,0,0.6,1445,20,0.181415929,0.146341463,1
6,5,16,4.563,67,305.416,310,0,0.6,1445,13,0.072243346,0.146341463,1
9,13,16,4.563,67,305.416,310,0,0.6,1445,17,0.130612245,0.146341463,1
2,16,16,4.563,67,305.416,310,0,0.6,1445,2,0.1,0.146341463,1
5,10,16,4.563,67,305.416,310,0,0.6,1445,7,0.181415929,0.146341463,1
3,15,16,4.563,67,305.416,310,0,0.6,1445,3,0.131428571,0.146341463,0
1,1,16,4.563,67,305.416,310,0,0.6,1445,1,0.155893536,0.146341463,0
11,17,16,4.563,67,305.416,310,0,0.6,1445,22,0.141509434,0.146341463,0
11,18,16,4.563,67,305.416,310,0,0.6,1445,18,0.141509434,0.146341463,0
10,20,16,4.563,67,305.416,310,0,0.6,1445,21,0.086614173,0.146341463,0
1,3,16,4.563,67,305.416,310,0,0.6,1445,5,0.155893536,0.146341463,0
10,19,16,4.563,67,305.416,310,0,0.6,1445,16,0.086614173,0.146341463,0
9,11,16,4.563,67,305.416,310,0,0.6,1445,14,0.130612245,0.146341463,0
1,1,16,5.451,56,305.066,348,2,0.54,1397,1,0.155893536,0.046357616,1
6,3,16,5.451,56,305.066,348,2,0.54,1397,13,0.072243346,0.046357616,1
6,2,16,5.451,56,305.066,348,2,0.54,1397,8,0.072243346,0.046357616,1
4,4,16,5.451,56,305.066,348,2,0.54,1397,4,0.137096774,0.046357616,1
2,9,16,5.451,56,305.066,348,2,0.54,1397,2,0.1,0.046357616,1
2,11,16,5.451,56,305.066,348,2,0.54,1397,9,0.1,0.046357616,1
7,12,16,5.451,56,305.066,348,2,0.54,1397,10,0.146226415,0.046357616,1
4,10,16,5.451,56,305.066,348,2,0.54,1397,12,0.137096774,0.046357616,1
5,6,16,5.451,56,305.066,348,2,0.54,1397,20,0.181415929,0.046357616,1
9,15,16,5.451,56,305.066,348,2,0.54,1397,14,0.130612245,0.046357616,1
