resultId,raceId,driverId,constructorId,grid,circuitId,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,label
853,58,4,4,1,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
854,58,30,6,3,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
855,58,21,4,2,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
856,58,13,6,4,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
857,58,8,1,9,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
858,58,18,11,8,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
859,58,22,11,5,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
860,58,2,2,10,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
861,58,17,3,11,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
862,58,15,7,7,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,1
863,58,3,3,13,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
864,58,35,2,22,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
865,58,32,9,14,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
866,58,14,9,21,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
867,58,24,5,15,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
868,58,33,13,17,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
869,58,11,8,19,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
870,58,27,13,18,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
871,58,26,5,16,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
872,58,23,7,6,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
873,58,31,1,12,4,16,4.655,66,307.104,332,2,0.72,1310,5,45,0
875,59,4,4,1,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
876,59,31,1,4,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
877,59,14,9,7,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
878,59,22,11,5,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
879,59,30,6,22,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
880,59,21,4,9,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
881,59,2,2,15,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
882,59,23,7,10,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
883,59,13,6,21,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
884,59,24,5,12,6,19,3.337,78,260.286,290,1,0.34,669,5,47,1
885,59,18,11,13,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
886,59,27,13,16,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
887,59,26,5,18,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
888,59,35,2,14,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
889,59,33,13,17,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
891,59,15,7,6,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
892,59,32,9,11,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
893,59,3,3,8,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
894,59,8,1,3,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
895,59,17,3,2,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
896,59,11,8,19,6,19,3.337,78,260.286,290,1,0.34,669,5,47,0
897,60,4,4,1,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
898,60,30,6,3,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
899,60,8,1,2,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
900,60,21,4,5,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
901,60,13,6,4,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
902,60,31,1,8,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
903,60,2,2,9,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
904,60,35,2,10,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
905,60,3,3,12,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
906,60,22,11,6,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
907,60,15,7,22,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
908,60,14,9,11,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
909,60,24,5,13,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
910,60,32,9,14,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
911,60,27,13,18,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
912,60,33,13,16,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
913,60,11,8,20,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
915,60,18,11,19,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
916,60,26,5,15,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
917,60,23,7,7,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
918,60,17,3,17,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
919,61,4,4,1,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
920,61,30,6,5,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
921,61,8,1,3,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
922,61,21,4,2,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
923,61,13,6,10,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
924,61,15,7,4,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
925,61,2,2,13,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
926,61,14,9,22,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
927,61,18,11,8,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
928,61,26,5,17,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
929,61,32,9,12,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
930,61,17,3,16,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
931,61,24,5,15,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
932,61,33,13,18,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
933,61,11,8,20,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
934,61,35,2,11,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
935,61,23,7,14,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
936,61,31,1,7,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
937,61,22,11,9,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
939,61,3,3,6,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
940,61,27,13,19,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
941,62,30,6,1,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
942,62,13,6,2,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
943,62,21,4,3,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
944,62,15,7,22,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
945,62,4,4,5,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
946,62,22,11,4,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
947,62,14,9,17,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
948,62,24,5,20,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
949,62,3,3,21,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
950,62,23,7,8,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,1
951,62,27,13,14,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
952,62,35,2,6,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
953,62,33,13,15,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
954,62,11,8,18,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
955,62,18,11,7,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
956,62,8,1,9,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
957,62,2,2,10,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
958,62,31,1,11,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
959,62,17,3,12,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
960,62,26,5,13,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
961,62,32,9,16,19,13,3.925,80,314.015,214.921,0,0.5,1295,5,54,0
963,63,30,6,1,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
964,63,4,4,3,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
965,63,13,6,2,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
966,63,23,7,5,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
967,63,8,1,6,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
968,63,21,4,7,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
969,63,37,1,8,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
970,63,2,2,11,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
971,63,14,9,9,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
972,63,26,5,14,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,1
973,63,35,2,16,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
974,63,32,9,12,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
975,63,24,5,22,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
976,63,3,3,18,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
977,63,27,13,15,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
979,63,18,11,17,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
980,63,17,3,10,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
981,63,15,7,4,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
982,63,22,11,13,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
983,63,33,13,19,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
984,63,11,8,21,8,17,4.412,70,308.84,215.5,2,0.65,1000,3,45,0
985,64,30,6,2,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
986,64,13,6,3,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
987,64,8,1,1,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
988,64,18,11,4,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
989,64,4,4,7,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
990,64,21,4,5,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
991,64,15,7,20,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
992,64,32,9,12,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
993,64,23,7,8,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
994,64,24,5,16,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,1
995,64,14,9,10,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
996,64,26,5,19,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
997,64,17,3,11,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
998,64,11,8,17,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
999,64,35,2,13,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1000,64,22,11,6,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1001,64,2,2,15,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1002,64,37,1,9,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1003,64,29,8,22,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1004,64,3,3,14,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1005,64,27,13,21,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1006,64,33,13,18,10,17,4.574,67,306.458,313,2,0.535,1240,3,40,0
1007,65,18,11,14,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1008,65,37,1,4,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1009,65,2,2,10,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1010,65,22,11,3,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1011,65,14,9,12,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1012,65,23,7,6,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1013,65,13,6,2,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1014,65,30,6,11,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1015,65,33,13,16,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1016,65,27,13,22,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
1017,65,26,5,20,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1018,65,15,7,8,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1019,65,11,8,19,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1020,65,4,4,15,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1021,65,8,1,1,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1022,65,24,5,17,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1023,65,3,3,18,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1024,65,21,4,7,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1025,65,32,9,13,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1026,65,17,3,5,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1027,65,29,8,21,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1028,65,9,2,9,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
1029,66,13,6,1,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1030,66,4,4,3,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1031,66,30,6,2,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1032,66,18,11,6,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1033,66,37,1,11,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1034,66,21,4,4,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1035,66,23,7,15,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1036,66,22,11,13,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1037,66,15,7,12,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1038,66,17,3,9,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,1
1039,66,32,9,10,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1040,66,9,2,8,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1041,66,26,5,17,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1042,66,2,2,5,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1043,66,14,9,16,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1044,66,27,13,22,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1045,66,11,8,21,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1046,66,3,3,14,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1047,66,29,8,20,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1048,66,24,5,18,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1049,66,8,1,7,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1050,66,33,13,19,5,14,5.338,58,309.396,321.4,2,0.69,1200,5,46,0
1051,67,30,6,2,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1052,67,8,1,1,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1053,67,9,2,6,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1054,67,21,4,9,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1055,67,18,11,5,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1056,67,22,11,8,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1057,67,15,7,11,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1058,67,2,2,3,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1059,67,13,6,4,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1060,67,17,3,19,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
1061,67,32,9,16,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1062,67,14,9,14,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1063,67,26,5,15,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1064,67,24,5,17,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1065,67,23,7,13,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1066,67,11,8,21,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1067,67,27,14,18,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1068,67,33,14,20,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1069,67,4,4,10,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1070,67,37,1,7,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1071,67,29,8,22,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1072,67,3,3,12,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
1073,68,30,6,6,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1074,68,4,4,1,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1075,68,21,4,2,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1076,68,18,11,4,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1077,68,37,1,7,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1078,68,22,11,3,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1079,68,2,2,8,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1080,68,17,3,14,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1081,68,14,9,12,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1082,68,24,5,13,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
1083,68,3,3,15,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1084,68,38,9,10,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1085,68,9,2,9,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1086,68,26,5,11,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1087,68,27,14,22,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1088,68,29,8,19,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1089,68,23,7,16,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1090,68,13,6,20,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1091,68,15,7,17,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1092,68,33,14,18,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1093,68,8,1,5,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1094,68,11,8,21,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
1095,69,4,4,5,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1096,69,13,6,1,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1097,69,21,4,6,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1098,69,18,11,7,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1099,69,8,1,11,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1100,69,15,7,4,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1101,69,23,7,3,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1102,69,2,2,9,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1103,69,9,2,12,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1104,69,3,3,10,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
1105,69,37,1,13,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1106,69,22,11,8,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1107,69,38,9,18,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1108,69,24,5,15,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1109,69,11,8,20,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1110,69,33,14,21,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1111,69,29,8,22,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1112,69,26,5,19,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1113,69,17,3,14,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1114,69,30,6,2,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1115,69,14,9,17,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1116,69,27,14,16,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
1117,70,13,6,1,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1118,70,4,4,4,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1119,70,18,11,14,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1120,70,30,6,10,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1121,70,8,1,2,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1122,70,21,4,6,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1123,70,22,11,5,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1124,70,37,1,12,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1125,70,9,2,9,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1126,70,11,8,19,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
1127,70,26,5,16,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1128,70,38,9,22,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1129,70,24,5,15,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1130,70,27,14,17,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1131,70,33,14,21,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1132,70,29,8,20,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1133,70,2,2,8,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1134,70,14,9,18,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1135,70,15,7,3,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1136,70,23,7,7,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1137,70,17,3,11,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1138,70,3,3,13,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
1139,71,21,4,1,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1140,71,22,6,11,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1141,71,4,4,13,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1142,71,14,9,5,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1143,71,17,3,3,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1144,71,31,1,9,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1145,71,32,9,6,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1146,71,8,1,10,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1147,71,15,7,2,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1148,71,13,15,18,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
1149,71,18,16,8,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1150,71,23,7,15,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1151,71,35,15,4,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1152,71,11,16,20,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1153,71,39,17,12,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1154,71,33,17,14,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1155,71,40,18,16,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1156,71,30,6,19,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1157,71,2,3,7,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1158,71,27,18,17,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
1159,72,4,4,1,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1160,72,15,7,2,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1161,72,2,3,10,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1162,72,31,1,11,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1163,72,23,7,5,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1164,72,14,9,8,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1165,72,30,6,13,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1166,72,32,9,7,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1167,72,8,1,6,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1168,72,13,15,14,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
1169,72,39,17,17,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1170,72,33,17,18,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1171,72,27,18,19,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1172,72,22,6,12,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1173,72,21,4,3,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1174,72,17,3,4,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1175,72,35,15,16,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1176,72,18,16,9,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1178,72,40,18,20,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
1179,73,4,4,1,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1180,73,15,7,3,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1181,73,8,1,9,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1182,73,23,7,6,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1183,73,37,1,8,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1184,73,17,3,5,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1185,73,13,15,12,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1186,73,14,9,14,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1187,73,22,6,20,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1188,73,33,17,16,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,1
1189,73,35,15,15,3,15,5.412,57,308.238,329.6,2,0.72,1205,3,56,0
