driverId,constructorId,year,circuitId,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,prev_year_1_lap,prev_year_2_lap,prev_year_3_lap,prev_year_4_lap,fastestLapTime
22,3,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
9,4,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
30,131,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
13,6,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
808,4,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
18,1,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
155,15,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
3,131,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
153,5,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
67,5,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
2,15,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
24,10,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
16,10,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
10,166,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
15,205,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
5,205,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
810,166,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
32,164,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
811,164,2010,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,75100,75900,122700,76800,77700
20,9,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
1,1,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
17,9,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
18,1,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
4,6,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
808,4,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
3,131,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
13,6,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
155,15,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
67,5,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
30,131,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
153,5,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
815,15,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
814,10,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
813,3,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
16,10,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
22,3,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
2,4,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
5,205,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
15,205,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
10,166,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
816,166,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
24,164,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
39,164,2011,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,147300,90500,92000,90900,95800
20,9,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
1,1,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
17,9,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
18,1,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
4,6,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
2,4,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
13,6,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
808,4,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
3,131,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
155,15,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
30,131,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
67,5,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
153,5,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
814,10,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
22,3,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
815,15,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
16,10,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
813,3,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
5,205,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
15,205,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
10,166,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
816,166,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
24,164,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
39,164,2011,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,106400,99500,100300,101500,109400
20,9,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
18,1,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
1,1,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
3,131,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
4,6,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
13,6,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
153,5,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
814,10,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
67,5,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
808,4,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
16,10,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
815,15,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
155,15,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
30,131,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
22,3,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
2,4,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
813,3,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
17,9,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
5,205,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
15,205,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
816,166,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
10,166,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
24,164,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
39,164,2011,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,113200,120300,159600,111800,
20,9,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
17,9,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
3,131,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
1,1,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
4,6,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
18,1,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
808,4,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
30,131,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
2,4,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
13,6,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
22,3,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
16,10,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
814,10,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
813,3,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
815,15,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
67,5,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
153,5,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
5,205,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
15,205,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
816,166,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
24,164,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
10,166,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
39,164,2011,5,14,5.338,58,309.396,321.4,2,0.69,1200,3,46,94600,94100,88800,91000,95000
17,9,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
20,9,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
1,1,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
4,6,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
18,1,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
808,4,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
3,131,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
13,6,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
813,3,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
30,131,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
67,5,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
815,15,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
153,5,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
155,15,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
5,205,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
814,10,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
16,10,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
15,205,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
22,3,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
10,166,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
24,164,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
39,164,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
816,166,2011,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,92000,88700,86900,86300,93900
20,9,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
18,1,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
17,9,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
4,6,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
30,131,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
13,6,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
1,1,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
3,131,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
813,3,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
815,15,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
808,4,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
22,3,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
155,15,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
814,10,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
16,10,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
2,4,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
67,5,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
5,205,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
15,205,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
153,5,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
10,166,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
816,166,2011,6,19,3.337,78,260.286,290,1,0.34,669,3,47,134300,78600,102100,79000,82700
17,9,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
20,9,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
4,6,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
13,6,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
18,1,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
814,10,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
813,3,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
155,15,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
3,131,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
1,1,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
16,10,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
815,15,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
30,131,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
808,4,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
22,3,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
2,4,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
5,205,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
153,5,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
67,5,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
10,166,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
15,205,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
816,166,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
24,164,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
817,164,2011,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,100600,83500,98200,85000,130400
20,9,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
1,1,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
18,1,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
13,6,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
4,6,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
17,9,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
3,131,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
16,10,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
30,131,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
815,15,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
814,10,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
808,4,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
155,15,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
2,4,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
22,3,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
153,5,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
813,3,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
67,5,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
5,205,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
15,205,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
10,166,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
24,164,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
817,164,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
816,166,2011,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89300,83500,84200,86700,95300
20,9,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
1,1,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
17,9,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
13,6,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
3,131,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
153,5,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
811,4,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
4,6,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
815,15,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
808,4,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
67,5,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
155,15,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
18,1,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
22,3,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
16,10,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
813,3,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
5,205,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
814,10,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
15,205,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
10,166,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
816,166,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
24,164,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
817,164,2011,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,140200,110000,112100,112700,119800
20,9,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
17,9,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
18,1,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
1,1,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
4,6,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
3,131,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
13,6,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
16,10,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
811,4,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
30,131,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
814,10,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
22,3,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
153,5,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
67,5,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
808,4,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
155,15,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
815,15,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
813,3,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
5,205,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
15,205,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
24,164,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
817,164,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
816,166,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
10,166,2011,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,77700,75100,75900,122700,81800
1,1,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
18,1,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
154,208,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
30,131,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
17,9,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
20,9,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
3,131,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
813,3,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
807,10,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
817,5,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
818,5,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
4,6,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
155,15,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
811,3,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
814,10,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
13,6,2012,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,95800,147300,90500,92000,95000
