driverId,constructorId,circuitId,Medium_x,Soft_x,Super Soft_x,Ultra soft,Hard_x,grid,Super Soft_y,Soft_y,Medium_y,Hard_y,Ultra Soft,Recommended_pits,Wet,turns,race_laps,race_distance,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,clusters
8,6,11,1,3,9,0,0,2,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,3
822,131,11,1,3,9,0,0,3,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,1
817,9,11,1,3,9,0,0,6,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,1
826,5,11,1,3,9,0,0,16,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,3
815,10,11,1,2,10,0,0,13,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,4
4,1,11,1,2,10,0,0,7,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,1
828,15,11,1,3,9,0,0,20,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,3
836,15,11,1,3,9,0,0,18,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,1
154,210,11,1,4,8,0,0,14,1,1,1,0,0,3,0,14,70,306.67,0.5,908,3,28,1
1,131,13,3,6,4,0,0,21,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,1
3,131,13,4,5,4,0,0,1,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,2
20,6,13,1,5,7,0,0,4,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,1
8,6,13,1,5,7,0,0,3,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,1
822,3,13,3,3,7,0,0,8,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,1
13,3,13,3,3,7,0,0,10,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,1
817,9,13,4,3,6,0,0,5,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,2
826,5,13,2,4,7,0,0,19,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,2
815,10,13,3,4,6,0,0,6,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,2
4,1,13,3,4,6,0,0,22,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,2
18,1,13,3,4,6,0,0,9,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,2
828,15,13,1,5,7,0,0,20,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,2
154,210,13,2,4,7,0,0,11,1,1,1,0,0,3,0,19,44,308.052,0.7,2015,2,42,1
1,131,13,0,4,3,6,0,1,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,1
20,6,13,0,3,3,7,0,2,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,1
8,6,13,0,3,3,7,0,4,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,1
822,131,13,0,3,4,6,0,3,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,1
13,3,13,0,1,5,7,0,16,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,1
817,9,13,0,1,3,9,0,6,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,2
826,5,13,0,2,3,8,0,19,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,2
815,10,13,0,3,4,6,0,8,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,2
4,1,13,0,2,2,9,0,10,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,2
828,15,13,0,2,4,7,0,17,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,2
154,210,13,0,3,4,6,0,11,1,1,0,0,1,3,0,19,44,308.052,0.7,2015,2,42,1
1,131,14,1,5,7,0,0,1,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,1
3,131,14,2,4,7,0,0,2,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,1
20,6,14,1,2,7,0,0,3,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
8,6,14,2,5,7,0,0,4,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
822,3,14,1,5,7,0,0,5,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
13,3,14,2,4,7,0,0,11,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,4
817,9,14,2,4,6,0,0,6,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,4
826,5,14,2,2,7,0,0,16,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,4
815,10,14,3,4,7,0,0,8,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
4,1,14,2,4,7,0,0,12,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
18,1,14,2,4,7,0,0,14,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,4
828,15,14,2,5,6,0,0,19,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,1
836,209,14,2,4,7,0,0,13,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,2
154,210,14,1,3,9,0,0,17,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,2
1,131,14,1,3,9,0,0,1,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,1
20,6,14,1,2,10,0,0,6,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
8,6,14,1,2,10,0,0,5,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
822,131,14,1,3,9,0,0,4,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
13,3,14,1,2,10,0,0,7,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,4
817,9,14,1,2,10,0,0,16,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,4
826,5,14,1,2,10,0,0,8,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,4
815,10,14,1,3,9,0,0,10,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
4,1,14,1,2,10,0,0,19,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,3
828,15,14,1,2,10,0,0,11,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,1
836,15,14,1,2,10,0,0,12,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,2
154,210,14,1,3,9,0,0,20,1,1,1,0,0,3,0,11,53,306.72,0.84,1520,1,36,2
1,131,15,0,3,3,7,0,3,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,3
3,131,15,0,4,2,7,0,1,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,1
20,6,15,0,2,2,9,0,22,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,3
8,6,15,0,1,3,9,0,5,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,2
822,3,15,0,2,3,8,0,10,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,3
13,3,15,0,1,4,8,0,11,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
817,9,15,0,2,4,7,0,2,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,2
826,5,15,0,1,4,8,0,7,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
815,10,15,0,4,3,6,0,17,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,1
4,1,15,0,2,3,8,0,9,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,2
18,1,15,0,2,3,8,0,12,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
828,15,15,0,1,3,9,0,14,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
836,209,15,0,3,4,6,0,19,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
1,131,15,0,2,2,9,0,5,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,3
20,6,15,0,2,1,10,0,1,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,3
8,6,15,0,1,2,10,0,4,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,2
822,131,15,0,1,3,9,0,6,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,3
13,3,15,0,1,2,10,0,17,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
817,9,15,0,1,2,10,0,3,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,2
826,5,15,0,1,3,9,0,13,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
815,10,15,0,1,2,10,0,12,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,1
4,1,15,0,1,2,10,0,8,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,2
828,15,15,0,1,2,10,0,20,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
836,15,15,0,2,2,9,0,19,1,1,0,0,1,3,0,23,61,308.965,0.49,832,3,70,4
1,131,2,3,7,0,0,3,1,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,2
3,131,2,4,7,0,0,2,2,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,4
8,6,2,3,7,0,0,3,6,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,4
822,3,2,4,7,0,0,2,11,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,3
13,3,2,3,7,0,0,3,10,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,1
817,9,2,4,6,0,0,3,4,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,4
826,5,2,2,8,0,0,3,15,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,4
815,10,2,3,7,0,0,3,7,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,1
4,1,2,3,7,0,0,3,22,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,4
18,1,2,3,7,0,0,3,9,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,4
828,15,2,4,7,0,0,2,17,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,2
836,209,2,4,6,0,0,3,21,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,4
154,210,2,4,7,0,0,2,12,0,1,1,1,0,3,0,15,56,310.408,0.45,1029,3,40,2
1,131,2,1,5,7,0,0,1,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,2
8,6,2,1,3,9,0,0,0,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,4
822,131,2,2,4,7,0,0,5,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,3
13,3,2,1,2,10,0,0,11,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,1
817,9,2,1,4,8,0,0,4,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,4
815,10,2,1,4,8,0,0,9,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,1
4,1,2,1,2,10,0,0,10,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,4
828,15,2,2,4,7,0,0,19,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,2
836,15,2,1,5,7,0,0,18,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,4
154,210,2,1,5,7,0,0,16,1,1,1,0,0,3,0,15,56,310.408,0.45,1029,3,40,2
1,131,22,2,8,0,3,0,2,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
3,131,22,3,8,0,2,0,1,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
20,6,22,1,9,0,3,0,6,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,4
8,6,22,2,9,0,2,0,8,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
822,3,22,3,7,0,3,0,11,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,3
13,3,22,4,7,0,2,0,12,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,3
817,9,22,3,6,0,4,0,4,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
826,5,22,2,7,0,4,0,13,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
815,10,22,2,7,0,4,0,5,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,4
4,1,22,3,7,0,3,0,15,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
18,1,22,3,7,0,3,0,22,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,2
828,15,22,3,8,0,2,0,18,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,3
836,209,22,4,6,0,3,0,21,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
154,210,22,3,7,0,3,0,7,0,1,1,1,0,3,0.33,18,53,307.471,0.66,994,3,48,1
1,131,22,1,5,7,0,0,1,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,1
20,6,22,1,5,7,0,0,2,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,4
8,6,22,2,4,7,0,0,10,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,1
822,131,22,2,4,7,0,0,6,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,3
13,3,22,1,4,8,0,0,8,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,3
817,9,22,1,3,9,0,0,3,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,1
815,10,22,3,3,7,0,0,7,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,4
4,1,22,1,2,10,0,0,20,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,1
828,15,22,1,3,9,0,0,16,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,3
836,15,22,1,3,9,0,0,17,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,1
154,210,22,2,4,7,0,0,13,1,1,1,0,0,3,0.33,18,53,307.471,0.66,994,3,48,1
1,131,69,3,4,6,0,0,1,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,3
3,131,69,2,5,6,0,0,2,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,2
20,6,69,1,5,7,0,0,6,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,3
8,6,69,1,5,7,0,0,5,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,4
822,3,69,3,3,7,0,0,8,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,3
13,3,69,2,4,7,0,0,9,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,3
817,9,69,4,3,6,0,0,3,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,3
826,5,69,3,3,7,0,0,13,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,1
815,10,69,3,2,8,0,0,11,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,2
4,1,69,3,4,6,0,0,12,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,2
18,1,69,3,4,6,0,0,19,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,2
828,15,69,1,5,7,0,0,16,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,1
836,209,69,3,5,5,0,0,20,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,2
154,210,69,1,5,7,0,0,17,1,1,1,0,0,3,0,20,56,308.728,0.59,1090,2,66,3
1,131,69,0,3,3,7,0,1,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,3
20,6,69,0,2,4,7,0,2,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,3
8,6,69,0,1,5,7,0,5,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,4
822,131,69,0,2,4,7,0,3,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,3
13,3,69,0,2,2,9,0,10,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,3
817,9,69,0,2,4,7,0,4,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,3
826,5,69,0,2,3,8,0,11,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,1
815,10,69,0,2,3,8,0,9,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,2
4,1,69,0,2,2,9,0,8,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,2
828,15,69,0,2,4,7,0,13,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,1
836,15,69,0,3,3,7,0,14,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,2
154,210,69,0,1,5,7,0,12,1,1,0,0,1,3,0,20,56,308.728,0.59,1090,2,66,3
1,131,32,3,5,5,0,0,1,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,4
3,131,32,4,4,5,0,0,2,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,4
20,6,32,3,4,6,0,0,7,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,5
8,6,32,2,5,6,0,0,6,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,3
822,3,32,3,3,7,0,0,8,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,5
13,3,32,3,3,7,0,0,9,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,5
817,9,32,3,4,6,0,0,4,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,3
826,5,32,2,3,8,0,0,18,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,1
815,10,32,3,3,7,0,0,12,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,4
4,1,32,3,4,6,0,0,11,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,3
18,1,32,3,4,6,0,0,13,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,4
828,15,32,3,3,7,0,0,15,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,5
154,210,32,2,4,7,0,0,22,1,1,1,0,0,3,0,17,71,305.354,0.45,1200,3,52,3
1,131,32,0,1,3,9,0,3,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,4
20,6,32,0,1,5,7,0,1,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,5
8,6,32,0,2,4,7,0,5,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,3
822,131,32,0,2,2,9,0,4,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,5
13,3,32,0,2,1,10,0,10,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,5
817,9,32,0,3,4,6,0,16,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,3
815,10,32,0,2,2,9,0,9,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,4
4,1,32,0,2,1,10,0,18,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,3
828,15,32,0,2,3,8,0,12,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,5
154,210,32,0,2,3,8,0,15,1,1,0,0,1,3,0,17,71,305.354,0.45,1200,3,52,3
1,131,18,4,8,0,0,1,1,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
3,131,18,4,8,0,0,1,2,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
20,6,18,5,7,0,0,1,5,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
8,6,18,4,7,0,0,2,3,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
822,3,18,3,9,0,0,1,11,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
13,3,18,3,9,0,0,1,13,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
817,9,18,5,7,0,0,1,6,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
826,5,18,4,8,0,0,1,14,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
815,10,18,3,8,0,0,2,9,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
4,1,18,4,8,0,0,1,10,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
18,1,18,4,8,0,0,1,17,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
828,15,18,5,7,0,0,1,20,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
836,209,18,4,8,0,0,1,19,0,1,1,1,0,3,0,15,71,305.909,0.5,1394,3,42,1
1,131,18,1,4,8,0,0,20,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
20,6,18,1,3,9,0,0,2,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
8,6,18,1,3,9,0,0,3,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
822,131,18,1,4,8,0,0,1,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
13,3,18,1,2,10,0,0,9,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
817,9,18,1,4,8,0,0,14,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
815,10,18,1,4,8,0,0,5,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
4,1,18,1,3,9,0,0,6,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
828,15,18,1,3,9,0,0,17,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
836,15,18,1,3,9,0,0,15,1,1,1,0,0,3,0.33,15,71,305.909,0.5,1394,3,42,1
1,131,24,0,4,2,7,0,1,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
3,131,24,0,4,2,7,0,2,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
20,6,24,0,5,1,7,0,5,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,2
8,6,24,0,4,2,7,0,4,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
822,3,24,0,4,2,7,0,11,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,3
13,3,24,0,5,1,7,0,10,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
817,9,24,0,5,2,6,0,3,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
826,5,24,0,4,2,7,0,17,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,3
815,10,24,0,3,3,7,0,8,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
4,1,24,0,5,1,7,0,9,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,2
18,1,24,0,5,1,7,0,12,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,3
828,15,24,0,3,4,6,0,22,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,4
836,209,24,0,4,3,6,0,16,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
154,210,24,0,4,2,7,0,14,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,4
1,131,24,0,2,2,9,0,2,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
20,6,24,0,1,2,10,0,3,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,2
8,6,24,0,1,2,10,0,5,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
822,131,24,0,1,3,9,0,1,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,3
13,3,24,0,1,2,10,0,10,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
817,9,24,0,1,2,10,0,4,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
815,10,24,0,1,2,10,0,8,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
4,1,24,0,1,2,10,0,11,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,2
828,15,24,0,1,2,10,0,19,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,4
836,15,24,0,2,2,9,0,18,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,1
154,210,24,0,2,2,9,0,16,1,1,0,0,1,3,0,21,55,305.355,0.59,1233,3,56,4
1,131,73,1,4,8,0,0,1,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,1
20,6,73,1,4,8,0,0,4,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,1
8,6,73,1,4,8,0,0,3,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,1
822,131,73,1,4,8,0,0,2,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,1
13,3,73,2,3,8,0,0,9,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,4
817,9,73,2,3,8,0,0,10,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,3
826,5,73,1,3,9,0,0,11,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,5
4,1,73,1,2,10,0,0,19,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,5
828,15,73,2,3,8,0,0,17,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,2
836,15,73,1,3,9,0,0,14,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,2
154,210,73,1,4,8,0,0,16,1,1,1,0,0,3,0,20,51,306.051,0.75,2010,1,78,3
