driverId,constructorId,circuitId,Did not finish,Podium,Pos 4 to 10,Accident / Collision,SC,Dry,Wet,pitStop timing (avg),pitStop timing prop(driver),grid,driver_error_rate,constructor_error_rate,circuit_error_rate,race_class
817,9,3,0,0,0.33,0,0.33,1,0,24879.33333,0.0624007,4,0.007751938,0.130612245,0.028571429,2
817,9,71,0,0,0.33,0,0.67,1,0,0,0.0624007,5,0.007751938,0.130612245,0.108433735,0
817,9,4,0,0.33,0.33,0,0.33,1,0,23282.33333,0.0624007,6,0.007751938,0.130612245,0.069536424,1
817,9,6,0,0.67,0.33,0,1,0.67,0,25414,0.0624007,5,0.007751938,0.130612245,0.160535117,1
817,9,7,0,0.33,0.33,0,0.67,1,0,23763,0.0624007,6,0.007751938,0.130612245,0.106382979,1
817,9,73,0,0,1,0,0,1,0,20155,0.0624007,10,0.007751938,0.130612245,0.024390244,1
817,9,70,0,0,0.67,0,0.67,1,0,23797.33333,0.0624007,4,0.007751938,0.130612245,0.023809524,1
817,9,9,0.33,0.33,0,0,1,0.33,0,28483,0.0624007,19,0.007751938,0.130612245,0.066225166,2
817,9,11,0,1,0,0,0.67,0.67,0,22139.5,0.0624007,6,0.007751938,0.130612245,0.043046358,0
817,9,13,0.33,0.67,0,0,0.67,1,0,22614.33333,0.0624007,6,0.007751938,0.130612245,0.103571429,1
817,9,14,0,0,1,0,0,1,0,24093.33333,0.0624007,16,0.007751938,0.130612245,0.043046358,2
817,9,15,0,1,0,0,1,1,0,28887.5,0.0624007,3,0.007751938,0.130612245,0.114678899,1
817,9,2,0.33,0.33,0,0,0.67,1,0,24900.5,0.0624007,4,0.007751938,0.130612245,0.036184211,1
817,9,22,0,0,0.33,0,0.33,0.67,0.33,24897.66667,0.0624007,3,0.007751938,0.130612245,0.073359073,1
817,9,69,0,0.67,0,0,0.67,0.67,0,24128.33333,0.0624007,4,0.007751938,0.130612245,0.047619048,0
817,9,32,0,0.5,0.5,0,1,1,0,22465.5,0.0624007,16,0.007751938,0.130612245,0.048387097,0
817,9,18,0.33,0,0.33,0,0.33,0.67,0.33,24055.66667,0.0624007,14,0.007751938,0.130612245,0.097643098,2
817,9,24,0,0,0.67,0,0,1,0,21943,0.0624007,4,0.007751938,0.130612245,0.045918367,0
826,9,1,0.5,0,0.5,0,0.67,1,0,11960,0.056204576,18,0.013513514,0.130612245,0.126245847,0
826,9,3,0,0,0.5,0,0.33,1,0,25018.5,0.056204576,15,0.013513514,0.130612245,0.028571429,2
826,9,17,0.5,0,0,0,0.33,1,0,11814,0.056204576,6,0.013513514,0.130612245,0.046357616,1
826,9,71,0,0,0.5,0,0.5,1,0,0,0.056204576,8,0.013513514,0.130612245,0.108433735,3
826,5,4,0,0,0,0,0,1,0,22628.5,0.056204576,13,0.013513514,0.181415929,0.069536424,2
826,5,6,0.5,0,0,0,1,1,0,12559.5,0.056204576,8,0.013513514,0.181415929,0.160535117,0
826,5,7,0.5,0,0.5,0,0.33,1,0,24689.5,0.056204576,15,0.013513514,0.181415929,0.106382979,3
826,5,70,0.5,0,0,0,0.5,1,0,22008.5,0.056204576,22,0.013513514,0.181415929,0.023809524,0
826,5,9,0,0,1,0,1,0.67,0,28575,0.056204576,15,0.013513514,0.181415929,0.066225166,2
826,5,11,0,0.5,0,0,0.67,0.67,0,20025.5,0.056204576,12,0.013513514,0.181415929,0.043046358,3
826,5,13,0,0,0.5,0,0.33,1,0,23499.5,0.056204576,19,0.013513514,0.181415929,0.103571429,3
826,5,14,0,0,0,0,0,1,0,24267.5,0.056204576,16,0.013513514,0.181415929,0.043046358,0
826,5,15,0,0,0.5,0,1,1,0,0,0.056204576,7,0.013513514,0.181415929,0.114678899,2
826,5,2,0,0,0.5,0,0.33,0.67,0,25719,0.056204576,15,0.013513514,0.181415929,0.036184211,3
826,5,22,0,0,0,0,0.33,0.67,0.33,24967.5,0.056204576,13,0.013513514,0.181415929,0.073359073,3
826,5,69,0.5,0,0,0.5,1,0.67,0,25873,0.056204576,13,0.013513514,0.181415929,0.047619048,3
826,5,32,0,0,0,0,1,1,0,22518,0.056204576,18,0.013513514,0.181415929,0.048387097,3
826,5,18,0,0,0.5,0,0,1,0,24178,0.056204576,14,0.013513514,0.181415929,0.097643098,3
826,5,24,0.5,0,0,0,0,1,0,22901.5,0.056204576,17,0.013513514,0.181415929,0.045918367,0
826,5,1,0.67,0,0.33,0,1,1,0,7973.333333,0.054047643,9,0.013513514,0.181415929,0.126245847,2
826,5,17,0.33,0.33,0,0,0.67,1,0,15437.33333,0.054047643,9,0.013513514,0.181415929,0.046357616,0
826,5,3,0,0,0.67,0,0.33,1,0,24753.66667,0.054047643,11,0.013513514,0.181415929,0.028571429,3
826,5,71,0,0,0.33,0,0.67,1,0,0,0.054047643,12,0.013513514,0.181415929,0.108433735,3
826,5,4,0,0,0,0,0.33,1,0,22675.33333,0.054047643,19,0.013513514,0.181415929,0.069536424,2
826,5,6,0.67,0,0,0.33,1,0.67,0,17605.66667,0.054047643,9,0.013513514,0.181415929,0.160535117,0
826,5,7,0.33,0,0.33,0,0.67,1,0,24002,0.054047643,11,0.013513514,0.181415929,0.106382979,0
826,5,73,1,0,0,0,0,1,0,24802,0.054047643,11,0.013513514,0.181415929,0.024390244,0
826,5,70,0.67,0,0,0,0.67,1,0,14672.33333,0.054047643,14,0.013513514,0.181415929,0.023809524,3
826,5,9,0,0,0.67,0,1,0.33,0,28575,0.054047643,12,0.013513514,0.181415929,0.066225166,3
826,5,11,0,0.33,0,0,0.67,0.67,0,22667.33333,0.054047643,16,0.013513514,0.181415929,0.043046358,3
826,5,13,0,0,0.33,0,0.67,1,0,23454,0.054047643,19,0.013513514,0.181415929,0.103571429,3
826,5,14,0.33,0,0,0,0,1,0,24299.33333,0.054047643,8,0.013513514,0.181415929,0.043046358,3
826,5,15,0,0,0.67,0,1,1,0,29205,0.054047643,13,0.013513514,0.181415929,0.114678899,0
826,5,69,0.33,0,0,0.33,0.67,0.67,0,25873,0.054047643,11,0.013513514,0.181415929,0.047619048,2
815,10,1,0,0,0,0,0.67,1,0,23413.33333,0.058460105,9,0.02238806,0.086614173,0.126245847,3
815,10,3,0,0.33,0.67,0,0.33,1,0,23781.33333,0.058460105,18,0.02238806,0.086614173,0.028571429,3
815,10,17,0,0,0.33,0,0.33,1,0,22344.33333,0.058460105,7,0.02238806,0.086614173,0.046357616,3
815,10,71,0,0.5,0,0,0.5,1,0,0,0.058460105,6,0.02238806,0.086614173,0.108433735,2
815,10,4,0,0,0.67,0,0,1,0,21567,0.058460105,9,0.02238806,0.086614173,0.069536424,2
815,10,6,0.33,0,0.33,0.33,1,1,0,16597,0.058460105,7,0.02238806,0.086614173,0.160535117,1
815,10,7,0,0,0,0.33,0.33,1,0,22721.66667,0.058460105,11,0.02238806,0.086614173,0.106382979,2
815,10,70,0,0,1,0,0.5,1,0,24324.5,0.058460105,16,0.02238806,0.086614173,0.023809524,0
815,10,9,0,0,0.33,0,1,0.67,0,25028,0.058460105,10,0.02238806,0.086614173,0.066225166,2
815,10,11,0.67,0,0.33,0.33,0.67,0.67,0,24128.5,0.058460105,13,0.02238806,0.086614173,0.043046358,3
815,10,13,0,0,0.67,0,0.33,1,0,22830.66667,0.058460105,6,0.02238806,0.086614173,0.103571429,2
815,10,14,0,0,0.67,0,0,1,0,25050.66667,0.058460105,8,0.02238806,0.086614173,0.043046358,2
815,10,15,0,0,1,0,1,1,0,29339,0.058460105,17,0.02238806,0.086614173,0.114678899,2
815,10,2,0.33,0,0.33,0,0.33,0.67,0,10683,0.058460105,7,0.02238806,0.086614173,0.036184211,2
815,10,22,0,0,0,0,0.33,0.67,0.33,25055,0.058460105,5,0.02238806,0.086614173,0.073359073,2
815,10,69,0.33,0,0.67,0,1,0.67,0,16179.33333,0.058460105,11,0.02238806,0.086614173,0.047619048,2
815,10,32,0,0,1,0,1,1,0,23547,0.058460105,12,0.02238806,0.086614173,0.048387097,2
815,10,18,0,0,0.33,0,0,1,0,23064.5,0.058460105,9,0.02238806,0.086614173,0.097643098,2
815,10,24,0,0,1,0,0,1,0,21937,0.058460105,8,0.02238806,0.086614173,0.045918367,2
815,10,1,0,0,0,0,1,1,0,24267.5,0.059348731,10,0.02238806,0.086614173,0.126245847,2
815,10,17,0,0,0.33,0,0.67,1,0,23043.66667,0.059348731,8,0.02238806,0.086614173,0.046357616,2
815,10,3,0,0.33,0.33,0,0.33,1,0,24847.33333,0.059348731,18,0.02238806,0.086614173,0.028571429,2
815,10,71,0,0.33,0.33,0,0.67,1,0,0,0.059348731,9,0.02238806,0.086614173,0.108433735,2
815,10,4,0,0,0.67,0,0.33,1,0,22208.66667,0.059348731,8,0.02238806,0.086614173,0.069536424,2
815,10,6,0.33,0.33,0.33,0.33,1,0.67,0,16909,0.059348731,7,0.02238806,0.086614173,0.160535117,3
815,10,7,0,0,0,0.33,0.67,1,0,24039,0.059348731,8,0.02238806,0.086614173,0.106382979,2
815,10,70,0,0,0.67,0,0.67,1,0,22206.33333,0.059348731,7,0.02238806,0.086614173,0.023809524,2
815,10,9,0,0,0.67,0,1,0.33,0,28915,0.059348731,6,0.02238806,0.086614173,0.066225166,2
815,10,11,0.67,0,0,0.33,0.67,0.67,0,25535,0.059348731,13,0.02238806,0.086614173,0.043046358,2
815,10,13,0,0,1,0,0.67,1,0,22849,0.059348731,8,0.02238806,0.086614173,0.103571429,0
815,10,14,0,0,1,0,0,1,0,24417.33333,0.059348731,10,0.02238806,0.086614173,0.043046358,2
815,10,15,0,0,1,0,1,1,0,29040.5,0.059348731,12,0.02238806,0.086614173,0.114678899,2
815,10,2,0.33,0,0.33,0,0.67,1,0,11973.5,0.059348731,9,0.02238806,0.086614173,0.036184211,2
815,10,22,0,0,0.33,0,0.33,0.67,0.33,24100.33333,0.059348731,7,0.02238806,0.086614173,0.073359073,2
815,10,69,0.33,0,0.67,0,0.67,0.67,0,16399,0.059348731,9,0.02238806,0.086614173,0.047619048,2
815,10,32,0,0,0.5,0,1,1,0,22880,0.059348731,9,0.02238806,0.086614173,0.048387097,2
815,10,18,0,0,0,0,0.33,0.67,0.33,23732,0.059348731,5,0.02238806,0.086614173,0.097643098,2
815,10,24,0,0,1,0,0,1,0,22151,0.059348731,8,0.02238806,0.086614173,0.045918367,2
4,1,1,0,0.5,0,0,0.67,1,0,21841,0.047694842,11,0.011538462,0.155893536,0.126245847,0
4,1,17,0,0.67,0,0,0.33,1,0,22434.66667,0.047694842,11,0.011538462,0.155893536,0.046357616,3
4,1,71,0,0,0.5,0,0.5,1,0,0,0.047694842,14,0.011538462,0.155893536,0.108433735,2
4,1,4,0.33,0.33,0.33,0,0,1,0,21287.66667,0.047694842,10,0.011538462,0.155893536,0.069536424,0
4,1,6,0.33,0,0.33,0,1,1,0,25494,0.047694842,9,0.011538462,0.155893536,0.160535117,2
4,1,7,0.33,0.33,0.33,0,0.33,1,0,22659.66667,0.047694842,10,0.011538462,0.155893536,0.106382979,3
4,1,70,0.5,0,0.5,0.5,0.5,1,0,10638,0.047694842,14,0.011538462,0.155893536,0.023809524,0
4,1,9,0,0.33,0.33,0,1,0.67,0,25018,0.047694842,9,0.011538462,0.155893536,0.066225166,3
4,1,11,0,0.33,0.67,0,0.67,0.67,0,20088.66667,0.047694842,7,0.011538462,0.155893536,0.043046358,2
4,1,13,0,0.33,0.33,0,0.33,1,0,22869.66667,0.047694842,22,0.011538462,0.155893536,0.103571429,2
4,1,14,0.33,0.33,0,0,0,1,0,22831.66667,0.047694842,12,0.011538462,0.155893536,0.043046358,3
4,1,15,0.33,0.33,0,0,1,1,0,29083.5,0.047694842,9,0.011538462,0.155893536,0.114678899,2
4,1,2,0.67,0,0,0.33,0.33,0.67,0,16621,0.047694842,22,0.011538462,0.155893536,0.036184211,2
4,1,22,0.33,0,0,0,0.33,0.67,0.33,23303,0.047694842,15,0.011538462,0.155893536,0.073359073,3
4,1,69,0,0,0.67,0,1,0.67,0,24451.66667,0.047694842,12,0.011538462,0.155893536,0.047619048,2
4,1,32,1,0,0,0,1,1,0,0,0.047694842,11,0.011538462,0.155893536,0.048387097,3
4,1,18,0,0.33,0.33,0,0,1,0,23206.33333,0.047694842,10,0.011538462,0.155893536,0.097643098,2
4,1,24,0,0,0.67,0,0,1,0,21966,0.047694842,9,0.011538462,0.155893536,0.045918367,2
4,1,1,0.5,0,0,0.5,1,1,0,21887,0.056094703,12,0.011538462,0.155893536,0.126245847,0
4,1,17,0,0.33,0,0,0.67,1,0,23073,0.056094703,13,0.011538462,0.155893536,0.046357616,0
4,1,3,0,0,0.5,0,0.33,1,0,24685.5,0.056094703,15,0.011538462,0.155893536,0.028571429,0
4,1,71,0,0,0.67,0,0.67,1,0,0,0.056094703,15,0.011538462,0.155893536,0.108433735,0
4,1,4,0.67,0,0.33,0,0.33,1,0,22793,0.056094703,7,0.011538462,0.155893536,0.069536424,3
4,1,7,0.33,0,0.33,0,0.67,1,0,25098.33333,0.056094703,12,0.011538462,0.155893536,0.106382979,0
4,1,73,1,0,0,0,0,1,0,20654,0.056094703,19,0.011538462,0.155893536,0.024390244,2
4,1,70,0.33,0,0.33,0.33,0.67,1,0,13156.66667,0.056094703,12,0.011538462,0.155893536,0.023809524,0
4,1,9,0,0,0.33,0,1,0.33,0,28936,0.056094703,20,0.011538462,0.155893536,0.066225166,0
4,1,11,0,0.33,0.67,0,0.67,0.67,0,20136.66667,0.056094703,7,0.011538462,0.155893536,0.043046358,2
4,1,13,0,0,0.67,0,0.67,1,0,23082.5,0.056094703,10,0.011538462,0.155893536,0.103571429,0
4,1,14,0.33,0,0,0,0,1,0,22789.66667,0.056094703,19,0.011538462,0.155893536,0.043046358,0
4,1,15,0.33,0,0.33,0,1,1,0,28991,0.056094703,8,0.011538462,0.155893536,0.114678899,0
4,1,2,0.33,0,0.33,0,0.67,1,0,24594.33333,0.056094703,10,0.011538462,0.155893536,0.036184211,3
4,1,22,0.33,0,0,0,0.33,0.67,0.33,23399.5,0.056094703,20,0.011538462,0.155893536,0.073359073,3
4,1,69,0,0,0.67,0,0.67,0.67,0,24946,0.056094703,8,0.011538462,0.155893536,0.047619048,0
4,1,32,0.5,0,0,0,1,1,0,12585.5,0.056094703,18,0.011538462,0.155893536,0.048387097,2
4,1,18,0,0,0.33,0,0.33,0.67,0.33,23443.5,0.056094703,6,0.011538462,0.155893536,0.097643098,2
4,1,24,0,0,0.33,0,0,1,0,22231,0.056094703,11,0.011538462,0.155893536,0.045918367,2
18,1,1,0,0.33,0.33,0,0.67,1,0,22430,0.05747515,12,0.020661157,0.155893536,0.126245847,3
18,1,3,0.33,0,0,0,0.33,1,0,23237.5,0.05747515,14,0.020661157,0.155893536,0.028571429,0
18,1,17,0,0,0.33,0,0.33,1,0,21894.33333,0.05747515,12,0.020661157,0.155893536,0.046357616,3
18,1,71,0,0,0.5,0,0.5,1,0,0,0.05747515,12,0.020661157,0.155893536,0.108433735,2
18,1,4,0,0,0.33,0,0,1,0,22588,0.05747515,12,0.020661157,0.155893536,0.069536424,2
18,1,6,0,0,1,0,1,1,0,25079.33333,0.05747515,13,0.020661157,0.155893536,0.160535117,2
18,1,7,0.33,0,0,0,0.33,1,0,22631,0.05747515,12,0.020661157,0.155893536,0.106382979,0
18,1,70,0.5,0,0,0,0.5,1,0,24984.5,0.05747515,3,0.020661157,0.155893536,0.023809524,2
18,1,9,0.33,0,0,0.33,1,0.67,0,17667.33333,0.05747515,17,0.020661157,0.155893536,0.066225166,3
18,1,11,0,0,0.67,0,0.67,0.67,0,20448.66667,0.05747515,8,0.020661157,0.155893536,0.043046358,0
18,1,13,0,0,0.67,0,0.33,1,0,23222,0.05747515,9,0.020661157,0.155893536,0.103571429,0
18,1,14,0,0,0.33,0,0,1,0,24476.33333,0.05747515,14,0.020661157,0.155893536,0.043046358,3
18,1,15,0.67,0,0.33,0,1,1,0,28627,0.05747515,12,0.020661157,0.155893536,0.114678899,0
18,1,2,0.33,0,0.33,0,0.33,0.67,0,25437,0.05747515,9,0.020661157,0.155893536,0.036184211,2
18,1,22,0,0,0.67,0,0.33,0.67,0.33,23887.66667,0.05747515,22,0.020661157,0.155893536,0.073359073,3
18,1,69,0,0,0.33,0,1,0.67,0,24332.33333,0.05747515,19,0.020661157,0.155893536,0.047619048,2
18,1,32,0,0,0,0,1,1,0,23018,0.05747515,13,0.020661157,0.155893536,0.048387097,3
18,1,18,0,0,0,0,0,1,0,23524.33333,0.05747515,17,0.020661157,0.155893536,0.097643098,3
18,1,24,0,0,0.33,0,0,1,0,21956,0.05747515,12,0.020661157,0.155893536,0.045918367,0
18,1,6,0,0,1,0,1,0.67,0,25367.66667,0.052082693,20,0.020661157,0.155893536,0.160535117,0
828,15,1,0.5,0,0.5,0,0.67,1,0,22795.5,0.056729423,15,0.013157895,0.14025974,0.126245847,0
828,15,3,0.5,0,0,0,0.33,1,0,25930.5,0.056729423,17,0.013157895,0.14025974,0.028571429,3
828,15,17,0,0,0,0,0.33,1,0,24279,0.056729423,15,0.013157895,0.14025974,0.046357616,3
828,15,71,0.5,0,0,0.5,0.5,1,0,0,0.056729423,22,0.013157895,0.14025974,0.108433735,3
828,15,4,0,0,0,0,0,1,0,24771.5,0.056729423,19,0.013157895,0.14025974,0.069536424,3
828,15,6,0,0,0,0,1,1,0,25409.5,0.056729423,17,0.013157895,0.14025974,0.160535117,0
828,15,7,0.5,0,0,0,0.33,1,0,12074.5,0.056729423,21,0.013157895,0.14025974,0.106382979,3
828,15,70,0,0,0,0,0.5,1,0,23813.5,0.056729423,18,0.013157895,0.14025974,0.023809524,3
828,15,9,0.5,0,0,0,1,0.67,0,0,0.056729423,22,0.013157895,0.14025974,0.066225166,0
828,15,11,0.5,0,0,0.5,0.67,0.67,0,8736,0.056729423,22,0.013157895,0.14025974,0.043046358,3
828,15,13,0,0,0,0,0.33,1,0,23948.5,0.056729423,20,0.013157895,0.14025974,0.103571429,0
828,15,14,0,0,0.5,0,0,1,0,26763.5,0.056729423,19,0.013157895,0.14025974,0.043046358,3
828,15,15,0,0,0,0,1,1,0,0,0.056729423,14,0.013157895,0.14025974,0.114678899,3
828,15,2,0.5,0,0,0,0.33,0.67,0,13015,0.056729423,17,0.013157895,0.14025974,0.036184211,3
828,15,22,0,0,0,0,0.33,0.67,0.33,24548,0.056729423,18,0.013157895,0.14025974,0.073359073,3
828,15,69,1,0,0,0,1,0.67,0,0,0.056729423,16,0.013157895,0.14025974,0.047619048,3
828,15,32,0,0,0,0,1,1,0,23292,0.056729423,15,0.013157895,0.14025974,0.048387097,3
828,15,18,0,0,0,0,0,1,0,25102,0.056729423,20,0.013157895,0.14025974,0.097643098,0
828,15,24,0,0,0,0,0,1,0,22200,0.056729423,22,0.013157895,0.14025974,0.045918367,3
828,15,1,0.67,0,0.33,0,1,1,0,20842.33333,0.051905013,14,0.013157895,0.14025974,0.126245847,0
828,15,17,0,0,0,0,0.67,1,0,24040.33333,0.051905013,14,0.013157895,0.14025974,0.046357616,3
828,15,3,0.33,0,0,0,0.33,1,0,25741.33333,0.051905013,19,0.013157895,0.14025974,0.028571429,0
828,15,71,0.33,0,0,0.33,0.67,1,0,0,0.051905013,18,0.013157895,0.14025974,0.108433735,3
828,15,4,0,0,0,0,0.33,1,0,24146.66667,0.051905013,16,0.013157895,0.14025974,0.069536424,3
828,15,6,0.33,0,0,0.33,1,0.67,0,25409.5,0.051905013,19,0.013157895,0.14025974,0.160535117,0
828,15,7,0.33,0,0,0,0.67,1,0,15816,0.051905013,19,0.013157895,0.14025974,0.106382979,3
828,15,73,0,0,0,0,0,1,0,20559,0.051905013,17,0.013157895,0.14025974,0.024390244,3
828,15,70,0,0,0,0,0.67,1,0,23984.33333,0.051905013,19,0.013157895,0.14025974,0.023809524,3
828,15,9,0.67,0,0,0,1,0.33,0,0,0.051905013,18,0.013157895,0.14025974,0.066225166,3
828,15,11,0.33,0,0,0.33,0.67,0.67,0,13593.33333,0.051905013,20,0.013157895,0.14025974,0.043046358,3
828,15,13,0.33,0,0,0,0.67,1,0,15965.66667,0.051905013,17,0.013157895,0.14025974,0.103571429,3
828,15,14,0,0,0.33,0,0,1,0,26224,0.051905013,11,0.013157895,0.14025974,0.043046358,0
828,15,15,0,0,0,0,1,1,0,0,0.051905013,20,0.013157895,0.14025974,0.114678899,0
828,15,2,0.33,0,0,0,0.67,1,0,16912,0.051905013,19,0.013157895,0.14025974,0.036184211,3
828,15,22,0,0,0,0,0.33,0.67,0.33,24369,0.051905013,16,0.013157895,0.14025974,0.073359073,0
828,15,69,0.5,0,0,0,0.67,0.67,0,25229,0.051905013,13,0.013157895,0.14025974,0.047619048,3
828,15,32,0,0,0,0,1,1,0,23292,0.051905013,12,0.013157895,0.14025974,0.048387097,0
828,15,18,0.5,0,0,0.5,0.33,0.67,0.33,25248.5,0.051905013,17,0.013157895,0.14025974,0.097643098,3
828,15,24,0,0,0,0,0,1,0,22595.5,0.051905013,19,0.013157895,0.14025974,0.045918367,3
836,209,1,0,0,0.33,0,0.67,1,0,0,0.055303369,21,0.025641026,0.102564103,0.126245847,3
836,209,3,0,0,0.33,0,0.33,1,0,0,0.055303369,16,0.025641026,0.102564103,0.028571429,3
836,209,17,0,0,0.33,0,0.33,1,0,0,0.055303369,21,0.025641026,0.102564103,0.046357616,3
836,209,71,0,0,0.33,0,0.5,1,0,0,0.055303369,20,0.025641026,0.102564103,0.108433735,3
836,209,4,0,0,0.33,0,0,1,0,0,0.055303369,21,0.025641026,0.102564103,0.069536424,3
836,209,6,0,0,0.33,0,1,1,0,0,0.055303369,20,0.025641026,0.102564103,0.160535117,3
836,209,7,0,0,0.33,0,0.33,1,0,0,0.055303369,17,0.025641026,0.102564103,0.106382979,3
836,209,70,0,0,0.33,0,0.5,1,0,0,0.055303369,12,0.025641026,0.102564103,0.023809524,2
836,209,9,0,0,0.33,0,1,0.67,0,0,0.055303369,20,0.025641026,0.102564103,0.066225166,0
836,209,11,0,0,0.33,0,0.67,0.67,0,0,0.055303369,20,0.025641026,0.102564103,0.043046358,3
836,209,13,0,0,0.33,0,0.33,1,0,0,0.055303369,15,0.025641026,0.102564103,0.103571429,0
836,209,14,0,0,0.33,0,0,1,0,0,0.055303369,13,0.025641026,0.102564103,0.043046358,0
836,209,15,0,0,0.33,0,1,1,0,0,0.055303369,19,0.025641026,0.102564103,0.114678899,3
836,209,2,0,0,0.33,0,0.33,0.67,0,0,0.055303369,21,0.025641026,0.102564103,0.036184211,3
836,209,22,0,0,0.33,0,0.33,0.67,0.33,0,0.055303369,21,0.025641026,0.102564103,0.073359073,3
836,209,69,0,0,0.33,0,1,0.67,0,0,0.055303369,20,0.025641026,0.102564103,0.047619048,3
836,209,32,0,0,0.33,0,1,1,0,0,0.055303369,16,0.025641026,0.102564103,0.048387097,0
836,209,18,0,0,0.33,0,0,1,0,0,0.055303369,19,0.025641026,0.102564103,0.097643098,3
836,209,24,0,0,0.33,0,0,1,0,0,0.055303369,16,0.025641026,0.102564103,0.045918367,3
836,15,3,0,0,0,0,0.33,1,0,25419,0.057764566,13,0.025641026,0.14025974,0.028571429,3
836,15,71,0,0,0,0,0.67,1,0,0,0.057764566,17,0.025641026,0.14025974,0.108433735,3
836,15,4,0,0,0,0,0.33,1,0,24387,0.057764566,15,0.025641026,0.14025974,0.069536424,2
836,15,6,0,0,0,0,1,0.67,0,26517,0.057764566,18,0.025641026,0.14025974,0.160535117,0
836,15,7,0,0,0,0,0.67,1,0,24516,0.057764566,20,0.025641026,0.14025974,0.106382979,3
836,15,73,1,0,0,0,0,1,0,26187,0.057764566,14,0.025641026,0.14025974,0.024390244,2
836,15,70,0,0,0,0,0.67,1,0,18342,0.057764566,20,0.025641026,0.14025974,0.023809524,3
836,15,9,1,0,0,0,1,0.33,0,0,0.057764566,17,0.025641026,0.14025974,0.066225166,3
836,15,11,0,0,0,0,0.67,0.67,0,22765,0.057764566,18,0.025641026,0.14025974,0.043046358,3
836,15,13,1,0,0,0,0.67,1,0,0,0.057764566,18,0.025641026,0.14025974,0.103571429,0
836,15,14,1,0,0,0,0,1,0,25962,0.057764566,12,0.025641026,0.14025974,0.043046358,3
836,15,15,0,0,0,0,1,1,0,0,0.057764566,19,0.025641026,0.14025974,0.114678899,3
836,15,2,0,0,0,0,0.67,1,0,25201,0.057764566,18,0.025641026,0.14025974,0.036184211,3
836,15,22,0,0,0,0,0.33,0.67,0.33,25461,0.057764566,17,0.025641026,0.14025974,0.073359073,3
836,15,69,0,0,0,0,0.67,0.67,0,25182,0.057764566,14,0.025641026,0.14025974,0.047619048,0
836,15,32,1,0,0,1,1,1,0,0,0.057764566,13,0.025641026,0.14025974,0.048387097,3
836,15,18,0,0,0,0,0.33,0.67,0.33,25509,0.057764566,15,0.025641026,0.14025974,0.097643098,3
836,15,24,0,0,0,0,0,1,0,22949,0.057764566,18,0.025641026,0.14025974,0.045918367,3
837,209,1,0,0,0.33,0,0.67,1,0,0,0.055303369,22,0.083333333,0.102564103,0.126245847,0
837,209,3,0,0,0.33,0,0.33,1,0,0,0.055303369,20,0.083333333,0.102564103,0.028571429,3
837,209,17,0,0,0.33,0,0.33,1,0,0,0.055303369,20,0.083333333,0.102564103,0.046357616,3
837,209,71,0,0,0.33,0,0.5,1,0,0,0.055303369,21,0.083333333,0.102564103,0.108433735,0
837,209,4,0,0,0.33,0,0,1,0,0,0.055303369,22,0.083333333,0.102564103,0.069536424,3
837,209,6,0,0,0.33,0,1,1,0,0,0.055303369,19,0.083333333,0.102564103,0.160535117,3
837,209,7,0,0,0.33,0,0.33,1,0,0,0.055303369,19,0.083333333,0.102564103,0.106382979,3
837,209,70,0,0,0.33,0,0.5,1,0,0,0.055303369,20,0.083333333,0.102564103,0.023809524,3
837,209,9,0,0,0.33,0,1,0.67,0,0,0.055303369,19,0.083333333,0.102564103,0.066225166,0
837,209,11,0,0,0.33,0,0.67,0.67,0,0,0.055303369,21,0.083333333,0.102564103,0.043046358,3
154,210,1,0.67,0,0,0,0.67,1,0,14932.66667,0.05339304,19,0.016129032,0.182926829,0.126245847,2
154,210,3,0,0.33,0.33,0,0.33,1,0,24169.33333,0.05339304,9,0.016129032,0.182926829,0.028571429,2
154,210,17,0.33,0,0.67,0,0.33,1,0,22309,0.05339304,14,0.016129032,0.182926829,0.046357616,3
154,210,71,0.5,0,0,0.5,0.5,1,0,0,0.05339304,15,0.016129032,0.182926829,0.108433735,2
154,210,4,0,0,0.67,0,0,1,0,11039,0.05339304,14,0.016129032,0.182926829,0.069536424,0
154,210,6,0.33,0,0.33,0.33,1,1,0,25053,0.05339304,15,0.016129032,0.182926829,0.160535117,3
154,210,7,0.33,0,0,0,0.33,1,0,23240.66667,0.05339304,14,0.016129032,0.182926829,0.106382979,3
154,210,70,0.5,0,0,0,0.5,1,0,23114,0.05339304,13,0.016129032,0.182926829,0.023809524,2
154,210,9,0.33,0,0,0.33,1,0.67,0,12955.5,0.05339304,13,0.016129032,0.182926829,0.066225166,0
154,210,11,0.33,0,0.67,0.33,0.67,0.67,0,21181.33333,0.05339304,11,0.016129032,0.182926829,0.043046358,3
154,210,13,0.33,0.33,0.33,0,0.33,1,0,23835.66667,0.05339304,11,0.016129032,0.182926829,0.103571429,3
154,210,14,0.33,0,0.33,0,0,1,0,17379.33333,0.05339304,17,0.016129032,0.182926829,0.043046358,3
154,210,15,0.33,0,0,0,1,1,0,0,0.05339304,20,0.016129032,0.182926829,0.114678899,0
154,210,2,0,0,0.33,0,0.33,0.67,0,24711.33333,0.05339304,12,0.016129032,0.182926829,0.036184211,0
154,210,22,0,0.33,0.33,0,0.33,0.67,0.33,23808.33333,0.05339304,7,0.016129032,0.182926829,0.073359073,3
