year,name,driverRef,statusId,position,Did not finish,Podium,Pos 4 to 10,Accident / Collision,SC,Dry,Wet,pitStop timing (avg),pitStop timing prop(driver),Medium,Soft,Super Soft,Ultra soft,Hard
2017,Mexican Grand Prix,hartley,0.0,22.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0.05530336851787457,0.0,1.0,2.0,10.0,0.0
2017,Mexican Grand Prix,gasly,1.0,22.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0.05530336851787457,0.0,1.0,2.0,10.0,0.0
2017,Mexican Grand Prix,grosjean,1.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23389.5,0.04185352611919371,0.0,2.0,3.0,8.0,0.0
2017,Mexican Grand Prix,magnussen,1.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22384.0,0.04952532651329048,0.0,1.0,4.0,8.0,0.0
2017,Mexican Grand Prix,hulkenberg,0.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,23135.0,0.052870587443493475,0.0,1.0,2.0,10.0,0.0
2017,Mexican Grand Prix,sainz,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22907.5,0.05152422723006801,0.0,1.0,2.0,10.0,0.0
2017,Mexican Grand Prix,wehrlein,1.0,17.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.057764566437462375,0.0,2.0,3.0,8.0,0.0
2017,Mexican Grand Prix,ericsson,0.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23292.0,0.05190501295583798,0.0,2.0,3.0,8.0,0.0
2017,United States Grand Prix,hamilton,1.0,1.0,0.0,1.0,0.0,0.0,0.67,0.67,0.0,23969.0,0.05898933246587174,0.0,3.0,3.0,7.0,0.0
2017,United States Grand Prix,bottas,1.0,3.0,0.33,0.0,0.33,0.0,0.67,0.67,0.0,25296.333333333332,0.05938552311299061,0.0,2.0,4.0,7.0,0.0
2017,United States Grand Prix,ricciardo,0.0,4.0,0.0,0.67,0.0,0.0,0.67,0.67,0.0,24128.333333333332,0.06240069995176614,0.0,2.0,4.0,7.0,0.0
2017,United States Grand Prix,verstappen,1.0,6.0,0.5,0.0,0.0,0.0,0.67,0.67,0.0,24904.0,0.06328790377158838,0.0,2.0,4.0,7.0,0.0
2017,United States Grand Prix,vettel,1.0,2.0,0.0,0.33,0.33,0.0,0.67,0.67,0.0,24087.333333333332,0.051642082356504276,0.0,2.0,4.0,7.0,0.0
2017,United States Grand Prix,raikkonen,1.0,5.0,0.67,0.0,0.0,0.0,0.67,0.67,0.0,24805.0,0.05507723025496641,0.0,1.0,5.0,7.0,0.0
2017,United States Grand Prix,perez,1.0,10.0,0.33,0.0,0.67,0.0,0.67,0.67,0.0,16399.0,0.05934873077656508,0.0,2.0,3.0,8.0,0.0
2017,United States Grand Prix,ocon,1.0,7.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,24665.0,0.017950621992394753,0.0,2.0,3.0,8.0,0.0
2017,United States Grand Prix,massa,1.0,11.0,0.33,0.0,0.33,0.0,0.67,0.67,0.0,24522.0,0.05530336851787457,0.0,2.0,2.0,9.0,0.0
2017,United States Grand Prix,stroll,1.0,17.0,0.0,0.0,0.33,0.0,0.67,0.67,0.0,0.0,0.05530336851787457,0.0,1.0,3.0,9.0,0.0
2017,United States Grand Prix,alonso,0.0,9.0,0.0,0.0,0.67,0.0,0.67,0.67,0.0,24946.0,0.05609470287570995,0.0,2.0,2.0,9.0,0.0
2017,United States Grand Prix,vandoorne,1.0,13.0,0.0,0.0,0.33,0.0,0.67,0.67,0.0,0.0,0.003786320280279831,0.0,1.0,3.0,9.0,0.0
2017,United States Grand Prix,hartley,1.0,22.0,0.0,0.0,0.33,0.0,0.67,0.67,0.0,0.0,0.05530336851787457,0.0,2.0,3.0,8.0,0.0
2017,United States Grand Prix,kvyat,1.0,12.0,0.33,0.0,0.0,0.33,0.67,0.67,0.0,25873.0,0.0540476430844242,0.0,2.0,3.0,8.0,0.0
2017,United States Grand Prix,grosjean,1.0,14.0,0.33,0.0,0.0,0.0,0.67,0.67,0.0,25862.666666666668,0.04185352611919371,0.0,1.0,5.0,7.0,0.0
2017,United States Grand Prix,magnussen,1.0,20.0,0.0,0.0,0.5,0.0,0.67,0.67,0.0,24197.5,0.04952532651329048,0.0,2.0,4.0,7.0,0.0
2017,United States Grand Prix,hulkenberg,0.0,15.0,1.0,0.0,0.0,0.67,0.67,0.67,0.0,13680.0,0.052870587443493475,0.0,2.0,3.0,8.0,0.0
2017,United States Grand Prix,sainz,1.0,8.0,0.0,0.0,1.0,0.0,0.67,0.67,0.0,25560.5,0.05152422723006801,0.0,2.0,3.0,8.0,0.0
2017,United States Grand Prix,wehrlein,0.0,19.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,25182.0,0.057764566437462375,0.0,3.0,3.0,7.0,0.0
2017,United States Grand Prix,ericsson,1.0,16.0,0.5,0.0,0.0,0.0,0.67,0.67,0.0,25229.0,0.05190501295583798,0.0,2.0,4.0,7.0,0.0
2017,Japanese Grand Prix,hamilton,1.0,1.0,0.0,1.0,0.0,0.0,0.33,0.67,0.33,23191.333333333332,0.05898933246587174,1.0,5.0,7.0,0.0,0.0
2017,Japanese Grand Prix,bottas,1.0,2.0,0.0,0.0,0.67,0.0,0.33,0.67,0.33,24549.0,0.05938552311299061,2.0,4.0,7.0,0.0,0.0
2017,Japanese Grand Prix,ricciardo,1.0,4.0,0.0,0.0,0.33,0.0,0.33,0.67,0.33,24897.666666666668,0.06240069995176614,1.0,3.0,9.0,0.0,0.0
2017,Japanese Grand Prix,verstappen,1.0,5.0,0.0,0.5,0.5,0.0,0.33,0.67,0.33,23382.5,0.06328790377158838,1.0,3.0,9.0,0.0,0.0
2017,Japanese Grand Prix,vettel,0.0,3.0,0.0,0.67,0.0,0.0,0.33,0.67,0.33,23153.333333333332,0.051642082356504276,1.0,5.0,7.0,0.0,0.0
2017,Japanese Grand Prix,raikkonen,1.0,6.0,0.0,0.0,0.33,0.0,0.33,0.67,0.33,23371.333333333332,0.05507723025496641,2.0,4.0,7.0,0.0,0.0
2017,Japanese Grand Prix,perez,1.0,8.0,0.0,0.0,0.33,0.0,0.33,0.67,0.33,24100.333333333332,0.05934873077656508,3.0,3.0,7.0,0.0,0.0
2017,Japanese Grand Prix,ocon,1.0,7.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,24256.0,0.017950621992394753,3.0,3.0,7.0,0.0,0.0
2017,Japanese Grand Prix,massa,1.0,9.0,0.0,0.0,0.67,0.0,0.33,0.67,0.33,24021.0,0.05530336851787457,1.0,4.0,8.0,0.0,0.0
2017,Japanese Grand Prix,stroll,0.0,18.0,0.0,0.0,0.33,0.0,0.33,0.67,0.33,0.0,0.05530336851787457,1.0,4.0,8.0,0.0,0.0
2017,Japanese Grand Prix,alonso,1.0,10.0,0.33,0.0,0.0,0.0,0.33,0.67,0.33,23399.5,0.05609470287570995,1.0,2.0,10.0,0.0,0.0
2017,Japanese Grand Prix,vandoorne,1.0,11.0,0.0,0.0,0.33,0.0,0.33,0.67,0.33,0.0,0.003786320280279831,1.0,2.0,10.0,0.0,0.0
2017,Japanese Grand Prix,sainz,0.0,15.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,22938.0,0.05152422723006801,1.0,3.0,9.0,0.0,0.0
2017,Japanese Grand Prix,gasly,1.0,17.0,0.0,0.0,0.33,0.0,0.33,0.67,0.33,0.0,0.05530336851787457,1.0,3.0,9.0,0.0,0.0
2017,Japanese Grand Prix,grosjean,1.0,16.0,0.0,0.0,0.33,0.0,0.33,0.67,0.33,24589.333333333332,0.04185352611919371,2.0,4.0,7.0,0.0,0.0
2017,Japanese Grand Prix,magnussen,1.0,13.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,23716.5,0.04952532651329048,1.0,5.0,7.0,0.0,0.0
2017,Japanese Grand Prix,hulkenberg,0.0,12.0,0.0,0.0,1.0,0.0,0.33,0.67,0.33,23872.0,0.052870587443493475,1.0,3.0,9.0,0.0,0.0
2017,Japanese Grand Prix,palmer,1.0,14.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,23452.0,0.04515990084016646,1.0,3.0,9.0,0.0,0.0
2017,Japanese Grand Prix,wehrlein,1.0,20.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,25461.0,0.057764566437462375,1.0,3.0,9.0,0.0,0.0
2017,Japanese Grand Prix,ericsson,0.0,19.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,24369.0,0.05190501295583798,1.0,3.0,9.0,0.0,0.0
2017,Malaysian Grand Prix,hamilton,1.0,1.0,0.33,0.67,0.0,0.0,0.67,1.0,0.0,24117.333333333332,0.05898933246587174,1.0,5.0,7.0,0.0,0.0
2017,Malaysian Grand Prix,bottas,1.0,5.0,0.0,0.0,1.0,0.0,0.67,1.0,0.0,24442.666666666668,0.05938552311299061,2.0,4.0,7.0,0.0,0.0
2017,Malaysian Grand Prix,ricciardo,1.0,4.0,0.33,0.33,0.0,0.0,0.67,1.0,0.0,24900.5,0.06240069995176614,1.0,4.0,8.0,0.0,0.0
2017,Malaysian Grand Prix,verstappen,1.0,3.0,0.0,0.5,0.5,0.0,0.67,1.0,0.0,26521.0,0.06328790377158838,1.0,3.0,9.0,0.0,0.0
2017,Malaysian Grand Prix,vettel,1.0,20.0,0.33,0.67,0.0,0.33,0.67,1.0,0.0,16759.333333333332,0.051642082356504276,1.0,3.0,9.0,0.0,0.0
2017,Malaysian Grand Prix,raikkonen,0.0,2.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,24569.333333333332,0.05507723025496641,1.0,3.0,9.0,0.0,0.0
2017,Malaysian Grand Prix,perez,1.0,9.0,0.33,0.0,0.33,0.0,0.67,1.0,0.0,11973.5,0.05934873077656508,1.0,4.0,8.0,0.0,0.0
2017,Malaysian Grand Prix,ocon,1.0,6.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,0.017950621992394753,1.0,4.0,8.0,0.0,0.0
2017,Malaysian Grand Prix,massa,1.0,11.0,0.0,0.0,0.67,0.0,0.67,1.0,0.0,25091.666666666668,0.05530336851787457,1.0,2.0,10.0,0.0,0.0
2017,Malaysian Grand Prix,stroll,1.0,13.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,0.0,0.05530336851787457,1.0,2.0,10.0,0.0,0.0
2017,Malaysian Grand Prix,alonso,1.0,10.0,0.33,0.0,0.33,0.0,0.67,1.0,0.0,24594.333333333332,0.05609470287570995,1.0,2.0,10.0,0.0,0.0
2017,Malaysian Grand Prix,vandoorne,1.0,7.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,0.0,0.003786320280279831,1.0,2.0,10.0,0.0,0.0
2017,Malaysian Grand Prix,sainz,0.0,14.0,0.0,0.0,0.5,0.0,0.67,1.0,0.0,24819.0,0.05152422723006801,1.0,4.0,8.0,0.0,0.0
2017,Malaysian Grand Prix,gasly,1.0,15.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,0.0,0.05530336851787457,1.0,4.0,8.0,0.0,0.0
2017,Malaysian Grand Prix,grosjean,1.0,16.0,0.33,0.0,0.0,0.0,0.67,1.0,0.0,17249.666666666668,0.04185352611919371,1.0,5.0,7.0,0.0,0.0
2017,Malaysian Grand Prix,magnussen,1.0,17.0,0.5,0.0,0.5,0.0,0.67,1.0,0.0,24415.0,0.04952532651329048,2.0,4.0,7.0,0.0,0.0
2017,Malaysian Grand Prix,hulkenberg,1.0,8.0,0.0,0.0,0.67,0.0,0.67,1.0,0.0,25039.5,0.052870587443493475,1.0,3.0,9.0,0.0,0.0
2017,Malaysian Grand Prix,palmer,1.0,12.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,23928.0,0.04515990084016646,1.0,3.0,9.0,0.0,0.0
2017,Malaysian Grand Prix,wehrlein,1.0,18.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,25201.0,0.057764566437462375,1.0,5.0,7.0,0.0,0.0
2017,Malaysian Grand Prix,ericsson,1.0,19.0,0.33,0.0,0.0,0.0,0.67,1.0,0.0,16912.0,0.05190501295583798,2.0,4.0,7.0,0.0,0.0
2017,Singapore Grand Prix,hamilton,1.0,5.0,0.33,0.67,0.0,0.0,1.0,1.0,0.0,28838.666666666668,0.05898933246587174,0.0,2.0,2.0,9.0,0.0
2017,Singapore Grand Prix,bottas,1.0,6.0,0.33,0.0,0.33,0.0,1.0,1.0,0.0,29059.5,0.05938552311299061,0.0,1.0,3.0,9.0,0.0
2017,Singapore Grand Prix,ricciardo,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,28887.5,0.06240069995176614,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,verstappen,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,28854.0,0.06328790377158838,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,vettel,0.0,1.0,0.0,0.67,0.33,0.0,1.0,1.0,0.0,29003.0,0.051642082356504276,0.0,2.0,1.0,10.0,0.0
2017,Singapore Grand Prix,raikkonen,0.0,4.0,0.0,0.33,0.33,0.0,1.0,1.0,0.0,28954.0,0.05507723025496641,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,perez,1.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,29040.5,0.05934873077656508,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,ocon,1.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.017950621992394753,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,massa,1.0,17.0,0.33,0.0,0.33,0.0,1.0,1.0,0.0,26710.5,0.05530336851787457,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,stroll,1.0,18.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0.05530336851787457,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,alonso,0.0,8.0,0.33,0.0,0.33,0.0,1.0,1.0,0.0,28991.0,0.05609470287570995,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,vandoorne,1.0,9.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0.003786320280279831,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,sainz,1.0,10.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.05152422723006801,0.0,1.0,3.0,9.0,0.0
2017,Singapore Grand Prix,kvyat,0.0,13.0,0.0,0.0,0.67,0.0,1.0,1.0,0.0,29205.0,0.0540476430844242,0.0,1.0,3.0,9.0,0.0
2017,Singapore Grand Prix,grosjean,1.0,15.0,0.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.04185352611919371,0.0,1.0,4.0,8.0,0.0
2017,Singapore Grand Prix,magnussen,0.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28706.0,0.04952532651329048,0.0,1.0,4.0,8.0,0.0
2017,Singapore Grand Prix,hulkenberg,0.0,7.0,0.67,0.0,0.33,0.67,1.0,1.0,0.0,0.0,0.052870587443493475,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,palmer,1.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28804.0,0.04515990084016646,0.0,1.0,2.0,10.0,0.0
2017,Singapore Grand Prix,wehrlein,1.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.057764566437462375,0.0,2.0,2.0,9.0,0.0
2017,Singapore Grand Prix,ericsson,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05190501295583798,0.0,1.0,2.0,10.0,0.0
2017,Italian Grand Prix,hamilton,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24151.333333333332,0.05898933246587174,1.0,3.0,9.0,0.0,0.0
2017,Italian Grand Prix,bottas,1.0,6.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,24808.666666666668,0.05938552311299061,1.0,3.0,9.0,0.0,0.0
2017,Italian Grand Prix,ricciardo,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24093.333333333332,0.06240069995176614,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,verstappen,1.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,24382.5,0.06328790377158838,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,vettel,1.0,8.0,0.0,0.67,0.33,0.0,0.0,1.0,0.0,24849.666666666668,0.051642082356504276,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,raikkonen,1.0,7.0,0.0,0.0,0.67,0.0,0.0,1.0,0.0,24422.666666666668,0.05507723025496641,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,perez,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24417.333333333332,0.05934873077656508,1.0,3.0,9.0,0.0,0.0
2017,Italian Grand Prix,ocon,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017950621992394753,1.0,3.0,9.0,0.0,0.0
2017,Italian Grand Prix,massa,1.0,9.0,0.0,0.67,0.33,0.0,0.0,1.0,0.0,24450.666666666668,0.05530336851787457,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,stroll,1.0,4.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.05530336851787457,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,alonso,0.0,13.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,22789.666666666668,0.05609470287570995,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,vandoorne,0.0,10.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.003786320280279831,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,sainz,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24538.5,0.05152422723006801,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,kvyat,1.0,14.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,24299.333333333332,0.0540476430844242,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,grosjean,1.0,20.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,16812.666666666668,0.04185352611919371,1.0,3.0,9.0,0.0,0.0
2017,Italian Grand Prix,magnussen,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23985.5,0.04952532651329048,1.0,3.0,9.0,0.0,0.0
2017,Italian Grand Prix,hulkenberg,1.0,12.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,24795.333333333332,0.052870587443493475,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,palmer,0.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04515990084016646,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,wehrlein,1.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25962.0,0.057764566437462375,1.0,2.0,10.0,0.0,0.0
2017,Italian Grand Prix,ericsson,0.0,18.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,26224.0,0.05190501295583798,1.0,2.0,10.0,0.0,0.0
2017,Belgian Grand Prix,hamilton,1.0,1.0,0.33,0.67,0.0,0.0,0.67,1.0,0.0,23381.333333333332,0.05898933246587174,0.0,4.0,3.0,6.0,0.0
2017,Belgian Grand Prix,bottas,1.0,3.0,0.0,0.33,0.67,0.0,0.67,1.0,0.0,22994.333333333332,0.05938552311299061,0.0,3.0,4.0,6.0,0.0
2017,Belgian Grand Prix,ricciardo,1.0,6.0,0.33,0.67,0.0,0.0,0.67,1.0,0.0,22614.333333333332,0.06240069995176614,0.0,1.0,3.0,9.0,0.0
2017,Belgian Grand Prix,verstappen,0.0,5.0,0.0,0.0,0.5,0.0,0.67,1.0,0.0,22834.5,0.06328790377158838,0.0,1.0,3.0,9.0,0.0
2017,Belgian Grand Prix,vettel,1.0,2.0,0.0,0.0,0.67,0.0,0.67,1.0,0.0,22877.666666666668,0.051642082356504276,0.0,3.0,3.0,7.0,0.0
2017,Belgian Grand Prix,raikkonen,1.0,4.0,0.0,0.0,0.67,0.0,0.67,1.0,0.0,23006.0,0.05507723025496641,0.0,3.0,3.0,7.0,0.0
2017,Belgian Grand Prix,perez,0.0,8.0,0.0,0.0,1.0,0.0,0.67,1.0,0.0,22849.0,0.05934873077656508,0.0,3.0,4.0,6.0,0.0
2017,Belgian Grand Prix,ocon,1.0,9.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,24208.0,0.017950621992394753,0.0,3.0,4.0,6.0,0.0
2017,Belgian Grand Prix,massa,1.0,16.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,23131.333333333332,0.05530336851787457,0.0,1.0,5.0,7.0,0.0
2017,Belgian Grand Prix,stroll,1.0,18.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,0.0,0.05530336851787457,0.0,1.0,5.0,7.0,0.0
2017,Belgian Grand Prix,alonso,0.0,11.0,0.0,0.0,0.67,0.0,0.67,1.0,0.0,23082.5,0.05609470287570995,0.0,2.0,2.0,9.0,0.0
2017,Belgian Grand Prix,vandoorne,1.0,15.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,0.0,0.003786320280279831,0.0,1.0,3.0,9.0,0.0
2017,Belgian Grand Prix,sainz,1.0,14.0,1.0,0.0,0.0,0.0,0.67,1.0,0.0,11674.0,0.05152422723006801,0.0,2.0,3.0,8.0,0.0
2017,Belgian Grand Prix,kvyat,1.0,17.0,0.0,0.0,0.33,0.0,0.67,1.0,0.0,23454.0,0.0540476430844242,0.0,2.0,3.0,8.0,0.0
